person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G
25.0,63000.0,5.0,9600.0,14.46,0.0,0.15,1,4.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
23.0,66000.0,7.0,2700.0,10.74,0.0,0.04,0,3.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22.0,66000.0,6.0,12000.0,5.79,0.0,0.18,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.0,65000.0,6.0,9600.0,12.99,0.0,0.15,1,4.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
26.0,59000.0,3.0,9600.0,7.49,1.0,0.16,0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23.0,66000.0,7.0,10000.0,9.63,0.0,0.15,0,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22.0,65000.0,3.0,9600.0,11.97,0.0,0.15,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
26.0,66000.0,6.0,7000.0,9.63,0.0,0.11,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24.0,65450.0,7.0,9600.0,8.49,0.0,0.15,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.0,66000.0,8.0,9600.0,11.26,0.0,0.15,0,3.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
21.0,66000.0,5.0,18000.0,6.91,0.0,0.27,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22.0,68004.0,4.0,9600.0,7.51,0.0,0.14,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.0,66000.0,8.0,15000.0,6.54,0.0,0.23,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24.0,69996.0,1.0,9600.0,11.71,0.0,0.14,0,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
22.0,66000.0,6.0,2400.0,11.016,0.0,0.04,0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
26.0,64000.0,0.0,9600.0,11.97,1.0,0.15,0,4.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
22.0,66000.0,4.0,2700.0,6.76,0.0,0.04,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,70560.0,1.0,9600.0,7.9,0.0,0.14,0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25.0,66000.0,4.0,15000.0,14.35,0.0,0.23,0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,66000.0,5.0,8500.0,7.51,0.0,0.13,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,66000.0,3.0,6000.0,7.88,0.0,0.09,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.0,66000.0,3.8,3000.0,7.51,0.0,0.05,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.0,66000.0,0.0,7800.0,7.88,0.0,0.12,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25.0,71000.0,5.0,9600.0,5.79,0.0,0.14,0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
22.0,72576.0,7.0,9600.0,7.29,0.0,0.13,0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24.0,73000.0,5.0,9600.0,13.92,0.0,0.13,1,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
25.0,75000.0,8.0,9600.0,12.69,0.0,0.13,0,3.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
26.0,75000.0,2.0,9600.0,10.0,0.0,0.13,0,4.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
24.0,66000.0,5.0,13000.0,10.25,0.0,0.2,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,66000.0,7.0,5000.0,9.88,0.0,0.08,0,4.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21.0,78000.0,3.0,9600.0,13.693999999999999,0.0,0.12,1,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21.0,66000.0,4.0,7000.0,7.88,0.0,0.11,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,66000.0,7.0,20000.0,10.25,0.0,0.3,0,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
26.0,60000.0,7.0,15000.0,14.59,1.0,0.25,1,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23.0,60000.0,5.0,5600.0,14.22,1.0,0.09,1,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,80000.0,2.0,9600.0,7.88,0.0,0.12,0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26.0,66000.0,5.0,15000.0,9.88,0.0,0.23,0,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26.0,80000.0,4.0,9600.0,9.73,0.0,0.12,0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23.0,66000.0,1.0,13200.0,11.14,0.0,0.2,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25.0,80000.0,2.0,9600.0,12.21,0.0,0.12,0,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
22.0,66000.0,4.0,17500.0,11.48,0.0,0.27,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22.0,81960.0,6.0,9600.0,7.29,0.0,0.12,0,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25.0,83000.0,3.0,9600.0,10.99,0.0,0.12,0,2.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
24.0,77964.0,4.0,9600.0,14.42,1.0,0.12,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23.0,85000.0,2.0,9600.0,10.99,0.0,0.11,0,4.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
26.0,60000.0,9.0,10000.0,12.21,1.0,0.17,0,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25.0,66000.0,0.0,18500.0,12.21,0.0,0.28,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22.0,73000.0,0.0,9600.0,8.94,1.0,0.13,0,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24.0,85392.0,9.0,9600.0,7.29,0.0,0.11,0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23.0,88000.0,7.0,9600.0,5.79,0.0,0.11,0,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22.0,66000.0,6.0,15000.0,11.72,0.0,0.23,1,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25.0,66000.0,7.0,5875.0,10.91,0.0,0.09,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26.0,90000.0,2.0,9600.0,13.85,0.0,0.11,1,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,66125.0,2.0,4000.0,12.53,0.0,0.06,1,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25.0,78000.0,0.0,9600.0,14.11,1.0,0.12,1,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24.0,94000.0,6.0,9600.0,12.99,0.0,0.1,1,2.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24.0,94837.0,8.0,9600.0,11.99,0.0,0.1,0,2.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
22.0,66250.0,5.0,8700.0,6.92,0.0,0.13,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25.0,66252.0,10.0,5000.0,12.53,0.0,0.08,1,4.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
26.0,66384.0,3.0,10000.0,7.88,0.0,0.15,0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.0,66396.0,6.0,15000.0,13.48,0.0,0.23,0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23.0,97500.0,0.0,9600.0,10.37,0.0,0.1,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25.0,66420.0,1.0,4000.0,12.18,0.0,0.06,0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
23.0,66480.0,6.0,4000.0,8.32,0.0,0.06,0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25.0,66500.0,9.0,5000.0,9.63,0.0,0.08,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26.0,120640.0,0.0,9600.0,14.22,0.0,0.08,0,4.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
21.0,28000.0,1.0,9700.0,11.34,1.0,0.35,0,2.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
24.0,66500.0,0.0,8800.0,8.59,0.0,0.13,0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24.0,66500.0,7.0,1400.0,12.53,0.0,0.02,1,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
21.0,70000.0,5.0,9700.0,12.53,0.0,0.14,0,4.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
26.0,66504.0,10.0,12000.0,12.53,0.0,0.18,0,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24.0,60516.0,8.0,18000.0,11.26,1.0,0.3,0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24.0,66600.0,3.0,7200.0,10.65,0.0,0.11,0,4.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
23.0,66661.0,7.0,1500.0,11.49,0.0,0.02,0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24.0,66766.0,3.2,9000.0,6.99,0.0,0.13,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26.0,66800.0,0.0,2500.0,11.49,0.0,0.04,0,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
26.0,66912.0,10.0,12000.0,5.42,0.0,0.18,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23.0,66912.0,7.0,16000.0,12.73,0.0,0.24,0,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25.0,30000.0,1.0,9950.0,8.49,1.0,0.33,0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26.0,66948.0,11.0,20000.0,10.95,0.0,0.3,0,4.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
22.0,66996.0,6.0,6000.0,10.37,0.0,0.09,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24.0,66996.0,5.0,10000.0,9.62,0.0,0.15,0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24.0,18000.0,0.0,10000.0,7.29,1.0,0.56,0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
22.0,66996.0,3.0,7000.0,14.72,0.0,0.1,1,3.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
21.0,19200.0,0.0,10000.0,10.99,1.0,0.52,0,3.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
23.0,66996.0,2.0,7000.0,7.88,0.0,0.1,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,66996.0,7.0,10000.0,9.32,0.0,0.15,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22.0,20000.0,1.2,10000.0,6.62,1.0,0.5,0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24.0,66996.0,8.0,1000.0,9.32,0.0,0.01,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22.0,20000.0,2.0,10000.0,7.49,1.0,0.5,0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22.0,20008.0,2.0,10000.0,10.95,1.0,0.5,0,2.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
21.0,21000.0,2.0,10000.0,11.71,1.0,0.48,0,2.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
24.0,67000.0,2.0,16000.0,12.69,0.0,0.24,0,4.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
22.0,21000.0,4.0,10000.0,13.72,1.0,0.48,1,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
22.0,21000.0,2.0,10000.0,12.73,1.0,0.48,1,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,67000.0,5.0,7500.0,16.29,0.0,0.11,1,3.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
25.0,67000.0,3.0,3000.0,7.9,0.0,0.04,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26.0,67000.0,1.0,29000.0,7.51,0.0,0.43,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.0,67000.0,7.0,2500.0,11.71,0.0,0.04,0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26.0,67000.0,4.0,10400.0,8.9,0.0,0.16,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23.0,21000.0,3.0,10000.0,13.16,1.0,0.48,1,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
23.0,21000.0,3.0,10000.0,12.21,1.0,0.48,0,4.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
23.0,67000.0,7.0,10000.0,11.456,0.0,0.15,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,21600.0,4.4,10000.0,9.91,1.0,0.46,0,3.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
26.0,22000.0,10.0,10000.0,9.63,1.0,0.45,0,4.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
26.0,22000.0,9.0,10000.0,14.59,1.0,0.45,1,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
24.0,67000.0,9.0,10400.0,5.99,0.0,0.16,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.0,67000.0,0.0,12000.0,11.99,0.0,0.18,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23.0,67000.0,2.0,5600.0,7.49,0.0,0.08,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,23000.0,6.0,10000.0,9.88,1.0,0.43,0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
24.0,67000.0,0.0,4000.0,7.49,0.0,0.06,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,23387.0,2.0,10000.0,7.51,1.0,0.43,0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26.0,23624.0,6.0,10000.0,9.88,1.0,0.42,0,2.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
24.0,23700.0,8.0,10000.0,9.32,1.0,0.42,0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25.0,24000.0,4.0,10000.0,9.91,1.0,0.42,0,4.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
21.0,24000.0,5.0,10000.0,11.406,1.0,0.42,0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26.0,24000.0,3.0,10000.0,9.38,1.0,0.42,0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24.0,24000.0,3.0,10000.0,10.38,1.0,0.42,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24.0,67000.0,2.0,12150.0,10.37,0.0,0.18,0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23.0,67000.0,3.0,9250.0,5.79,0.0,0.14,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,67000.0,7.0,8800.0,7.51,0.0,0.13,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,67000.0,6.0,4000.0,6.76,0.0,0.06,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21.0,24000.0,4.6,10000.0,13.48,1.0,0.42,0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,67000.0,1.0,3250.0,6.76,0.0,0.05,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24.0,24000.0,6.0,10000.0,10.99,1.0,0.42,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22.0,24000.0,6.0,10000.0,11.648,1.0,0.42,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.0,67000.0,3.0,12000.0,8.59,0.0,0.18,0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24.0,24000.0,3.0,10000.0,8.7,1.0,0.42,0,2.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
21.0,67000.0,5.0,25000.0,15.65,0.0,0.37,1,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23.0,67000.0,7.0,6400.0,10.232,0.0,0.1,0,3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
23.0,24960.0,0.0,10000.0,9.64,1.0,0.4,0,4.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
26.0,24996.0,2.0,10000.0,10.108,1.0,0.4,0,4.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
24.0,67000.0,3.0,13000.0,13.946000000000002,0.0,0.19,1,3.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
22.0,24996.0,3.0,10000.0,8.94,1.0,0.4,0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21.0,25000.0,1.0,10000.0,9.004,1.0,0.4,0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23.0,67000.0,0.0,6000.0,9.32,0.0,0.09,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26.0,67000.0,10.0,10000.0,12.21,0.0,0.15,0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
23.0,67000.0,1.0,16000.0,16.32,0.0,0.24,1,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23.0,61000.0,7.0,18000.0,12.09,1.0,0.3,1,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25.0,67000.0,0.0,7000.0,8.63,0.0,0.1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25.0,25000.0,1.8,10000.0,7.66,1.0,0.4,0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.0,25000.0,4.0,10000.0,11.36,1.0,0.4,0,2.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
23.0,25000.0,3.0,10000.0,11.83,1.0,0.4,0,3.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
24.0,61100.0,4.0,25000.0,17.49,1.0,0.41,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22.0,67145.0,2.0,10000.0,10.62,0.0,0.15,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22.0,25000.0,0.0,10000.0,8.59,1.0,0.4,0,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25.0,67200.0,9.0,15000.0,13.15,0.0,0.22,0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25.0,25000.0,3.0,10000.0,14.11,1.0,0.4,1,2.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23.0,67200.0,7.0,16000.0,6.03,0.0,0.24,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.0,67200.0,7.0,5525.0,6.99,0.0,0.08,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.0,67200.0,2.0,5000.0,9.99,0.0,0.07,0,2.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25.0,67200.0,9.0,5000.0,13.8,0.0,0.07,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23.0,25920.0,4.0,10000.0,15.58,1.0,0.39,0,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
24.0,61200.0,8.0,2500.0,8.128,1.0,0.04,0,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25.0,67200.0,6.0,3250.0,11.49,0.0,0.05,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22.0,26000.0,1.0,10000.0,10.65,1.0,0.38,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26.0,67260.0,9.0,6500.0,7.14,0.0,0.1,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24.0,26000.0,6.0,10000.0,10.99,1.0,0.38,0,4.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
23.0,52102.0,1.0,3500.0,10.75,1.0,0.06,0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22.0,67320.0,7.0,3900.0,14.35,0.0,0.06,1,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24.0,26000.0,8.0,10000.0,16.63,1.0,0.38,1,2.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
22.0,67350.0,6.0,9600.0,14.96,0.0,0.14,0,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24.0,67430.0,8.0,12000.0,12.87,0.0,0.18,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22.0,67440.0,6.0,5500.0,10.25,0.0,0.08,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22.0,26400.0,0.0,10000.0,13.49,1.0,0.38,0,3.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
21.0,52244.0,5.0,4000.0,9.822,1.0,0.07,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24.0,61499.0,8.0,19600.0,15.65,1.0,0.32,0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22.0,26400.0,1.0,10000.0,7.49,1.0,0.38,0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24.0,67500.0,2.0,14400.0,11.71,0.0,0.21,0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22.0,26400.0,1.0,10000.0,16.02,1.0,0.38,0,2.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
21.0,26400.0,3.0,10000.0,10.684000000000001,1.0,0.38,0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24.0,26400.0,5.0,10000.0,6.54,1.0,0.38,0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24.0,67500.0,3.0,3000.0,7.88,0.0,0.04,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.0,26400.0,3.0,10000.0,9.88,1.0,0.38,0,2.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
23.0,27000.0,6.0,10000.0,10.65,1.0,0.37,0,3.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
23.0,27000.0,5.0,10000.0,12.248000000000001,1.0,0.37,0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
24.0,27000.0,0.0,10000.0,12.73,1.0,0.37,0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,27048.0,0.0,10000.0,12.61,1.0,0.37,1,4.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
22.0,27376.0,0.0,10000.0,10.28,1.0,0.37,0,3.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
23.0,27996.0,7.0,10000.0,8.664,1.0,0.36,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.0,28000.0,6.0,10000.0,5.42,1.0,0.36,0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24.0,28000.0,8.0,10000.0,6.91,1.0,0.36,0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25.0,67675.0,9.0,3000.0,14.35,0.0,0.04,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21.0,28600.0,3.0,10000.0,11.34,1.0,0.35,1,3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
25.0,29000.0,5.0,10000.0,7.49,1.0,0.34,0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22.0,29000.0,6.0,10000.0,7.29,1.0,0.34,0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
22.0,67775.0,3.0,9600.0,14.79,0.0,0.14,1,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24.0,29000.0,1.0,10000.0,10.74,1.0,0.34,0,2.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
21.0,29000.0,5.0,10000.0,10.0,1.0,0.34,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22.0,67807.0,6.0,6400.0,7.14,0.0,0.09,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.0,61836.0,4.0,1700.0,16.77,1.0,0.03,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.0,67900.0,2.0,2400.0,8.49,0.0,0.04,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,29406.0,5.0,10000.0,11.71,1.0,0.34,0,4.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
24.0,67992.0,8.0,12000.0,10.75,0.0,0.18,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,68000.0,7.0,12000.0,7.51,0.0,0.18,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,68000.0,3.0,6500.0,16.29,0.0,0.1,1,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
23.0,30000.0,0.0,10000.0,15.27,1.0,0.33,1,4.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
22.0,68000.0,6.0,20000.0,16.77,0.0,0.29,1,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22.0,68000.0,6.0,16000.0,7.9,0.0,0.24,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,30000.0,7.0,10000.0,13.99,1.0,0.33,0,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
21.0,30000.0,5.0,10000.0,11.99,1.0,0.33,0,4.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
24.0,30000.0,0.0,10000.0,19.29,1.0,0.33,1,3.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
23.0,30000.0,3.0,10000.0,7.49,1.0,0.33,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26.0,30000.0,1.0,10000.0,6.99,1.0,0.33,0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.0,68000.0,6.0,9000.0,15.27,0.0,0.13,0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23.0,52700.0,7.0,8000.0,16.29,1.0,0.13,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
25.0,68000.0,8.0,6000.0,12.42,0.0,0.09,0,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
23.0,68000.0,7.0,10000.0,9.91,0.0,0.15,0,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21.0,52700.0,4.0,26400.0,16.49,1.0,0.43,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22.0,68000.0,6.0,11000.0,6.99,0.0,0.16,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23.0,68000.0,5.0,11500.0,9.99,0.0,0.17,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22.0,30000.0,6.0,10000.0,10.37,1.0,0.33,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24.0,30000.0,3.0,10000.0,5.79,1.0,0.33,0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24.0,68000.0,8.0,8000.0,7.49,0.0,0.12,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25.0,30000.0,9.0,10000.0,7.51,1.0,0.33,0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
