year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,Credit_Score,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1,loan_to_income_ratio,payment_to_income_ratio,high_dti_flag,low_credit_flag
2019,0,0,0,0,2,0,0,1,396500,360.0,1,1,1,508000.0,1,1,0,0,3780.0,516,3,1,78.0511811,0,1,0,42.0,104.86643745040995,104.86643745040995,1,1
2019,0,1,0,1,0,1,0,0,206500,360.0,1,1,1,208000.0,1,1,0,0,2580.0,615,5,1,99.27884615,3,1,1,27.0,80.0077489345215,80.0077489345215,0,1
2019,0,3,0,0,2,0,0,1,186500,180.0,1,1,1,268000.0,1,1,0,0,8160.0,500,3,1,69.58955224,3,1,0,8.0,22.852591594167382,22.852591594167382,0,1
2019,0,2,1,1,0,0,0,0,236500,360.0,1,1,1,248000.0,1,1,0,0,3900.0,825,1,1,95.36290323,0,1,0,54.0,60.625480645988205,60.625480645988205,1,0
2019,0,2,0,0,3,0,0,1,456500,360.0,1,1,1,418000.0,1,1,0,0,8100.0,643,6,1,75.13586957,3,1,1,39.0,56.35106776941118,56.35106776941118,0,1
2019,0,3,0,0,2,0,0,1,466500,360.0,1,1,1,1058000.0,1,1,0,0,17280.0,501,3,1,44.0926276,3,1,0,20.0,26.994965569122158,26.994965569122158,0,1
2019,0,1,0,0,1,0,0,1,156500,360.0,1,0,1,128000.0,1,2,0,0,8880.0,668,2,0,122.265625,0,1,1,49.0,17.621889426866343,17.621889426866343,1,0
2019,0,1,0,1,2,0,0,0,286500,360.0,1,1,1,418000.0,1,1,0,0,4920.0,783,2,0,75.13586957,3,1,1,39.0,58.21987400934769,58.21987400934769,0,0
2019,0,1,0,1,2,0,0,0,516500,360.0,1,1,1,418000.0,1,1,0,0,5700.0,643,3,1,75.13586957,2,1,1,39.0,90.5981406770742,90.5981406770742,0,1
2019,0,2,0,0,3,0,0,1,196500,360.0,1,1,1,278000.0,1,1,0,0,2640.0,815,1,1,70.68345324,0,1,1,48.0,74.40363498674745,74.40363498674745,1,0
2019,0,1,0,1,2,0,0,0,266500,360.0,0,1,1,568000.0,1,1,0,0,3960.0,705,6,1,46.91901408,0,1,1,59.0,67.28098964907852,67.28098964907852,1,0
2019,0,0,0,0,3,0,0,1,156500,360.0,1,0,1,198000.0,1,1,0,0,1980.0,661,2,1,79.04040404,0,1,0,56.0,79.0005047955578,79.0005047955578,1,0
2019,1,2,0,0,2,0,0,1,796500,360.0,1,1,1,2508000.0,1,1,0,0,1140.0,507,6,0,31.75837321,0,1,1,16.0,698.0718667835232,698.0718667835232,0,1
2019,0,0,1,0,0,0,0,1,186500,360.0,0,1,1,238000.0,1,1,0,0,10320.0,660,2,1,78.36134454,3,1,0,37.0,18.06995446177696,18.06995446177696,0,0
2019,0,1,0,0,2,0,0,1,266500,180.0,1,1,1,408000.0,1,1,0,0,11280.0,535,3,0,65.31862745,0,1,0,15.0,23.623792217002038,23.623792217002038,0,1
2019,0,0,0,0,3,0,0,1,376500,360.0,1,1,1,718000.0,1,1,0,0,3480.0,898,3,0,52.43732591,0,1,0,46.0,108.15857512209135,108.15857512209135,1,0
2019,0,0,0,0,3,0,0,1,206500,360.0,1,0,1,308000.0,1,1,0,0,2280.0,796,0,0,67.04545455,0,1,0,47.0,90.53046909250328,90.53046909250328,1,0
2019,0,1,0,0,0,0,0,1,296500,240.0,0,1,1,318000.0,1,1,0,0,6600.0,763,0,1,93.23899371,0,1,0,43.0,44.91743675200727,44.91743675200727,1,0
2019,0,1,0,0,2,0,0,1,386500,240.0,1,1,1,608000.0,1,1,0,0,28140.0,852,1,0,63.56907895,0,1,0,12.0,13.734408869620838,13.734408869620838,0,0
2019,0,2,0,0,3,0,0,1,386500,360.0,1,1,1,598000.0,1,1,0,0,7860.0,899,1,1,64.63210702,0,1,0,36.0,49.16677267523216,49.16677267523216,0,0
2019,0,1,0,0,3,0,0,1,286500,240.0,1,1,1,378000.0,1,1,0,0,10080.0,688,1,0,75.79365079,0,1,0,16.0,28.41979962305327,28.41979962305327,0,0
2019,0,1,0,0,2,0,0,1,206500,360.0,1,1,1,258000.0,1,1,0,0,4500.0,541,2,1,80.03875969,0,1,0,24.0,45.878693623639194,45.878693623639194,0,1
2019,0,2,0,2,2,0,0,1,406500,360.0,1,1,1,418000.0,1,1,0,0,7680.0,538,0,0,97.24880383,0,1,0,45.0,52.92279651087098,52.92279651087098,1,1
2019,0,2,0,1,2,0,0,0,256500,360.0,0,1,1,298000.0,1,1,0,0,4560.0,630,2,1,86.0738255,0,1,1,56.0,56.23766717825038,56.23766717825038,1,1
2019,0,2,0,0,0,0,0,1,406500,360.0,0,1,1,428000.0,1,1,0,0,5880.0,596,1,1,94.97663551,0,1,1,30.0,69.12089780649549,69.12089780649549,0,1
2019,0,0,0,0,3,0,0,1,356500,360.0,1,1,1,448000.0,1,1,0,0,6420.0,656,1,0,79.57589286,0,1,0,42.0,55.52094689300732,55.52094689300732,1,0
2019,0,0,0,0,3,0,0,1,366500,360.0,1,0,1,538000.0,1,1,0,0,7140.0,804,0,0,68.12267658,3,1,0,29.0,51.32334406945806,51.32334406945806,0,0
2019,0,3,0,2,3,0,0,1,426500,360.0,1,1,1,468000.0,1,1,0,0,10500.0,880,1,1,91.13247863,3,1,0,45.0,40.615179506713645,40.615179506713645,1,0
2019,0,0,0,0,3,0,0,1,386500,360.0,1,1,1,998000.0,1,1,0,0,4620.0,655,3,0,38.72745491,3,1,0,45.0,83.6399047825146,83.6399047825146,1,0
2019,0,3,1,0,1,0,0,1,126500,180.0,1,1,1,258000.0,1,1,0,0,3420.0,756,3,1,49.03100775,3,1,0,44.0,36.97749196141479,36.97749196141479,1,0
2019,0,3,0,0,0,0,0,1,266500,360.0,1,1,1,288000.0,1,1,0,0,12660.0,640,2,1,92.53472222,3,1,0,41.0,21.048890293025828,21.048890293025828,1,1
2019,0,0,0,0,3,0,0,1,636500,360.0,1,1,1,818000.0,1,1,0,0,10440.0,884,1,0,77.81173594,0,1,0,38.0,60.96159371707691,60.96159371707691,0,0
2019,0,1,0,0,3,0,0,1,466500,360.0,1,1,1,788000.0,1,1,0,0,11100.0,704,1,0,59.20050761,0,1,0,37.0,42.023241149445994,42.023241149445994,0,0
2019,0,2,1,0,2,0,0,1,486500,360.0,1,1,1,638000.0,1,1,0,0,9060.0,813,1,0,76.2539185,0,1,0,36.0,53.691645513740205,53.691645513740205,0,0
2019,0,3,1,0,0,0,0,1,256500,240.0,1,1,1,268000.0,1,1,0,0,6780.0,639,2,1,95.70895522,3,1,0,31.0,37.82627930983631,37.82627930983631,0,1
2019,0,0,0,0,3,0,0,1,176500,360.0,1,1,1,208000.0,1,1,0,0,3660.0,811,1,1,84.85576923,0,1,0,46.0,48.210871346626604,48.210871346626604,1,0
2019,0,0,0,0,3,0,0,1,286500,360.0,1,1,1,358000.0,1,1,0,0,5160.0,784,0,0,80.02793296,3,1,0,37.0,55.51249757798876,55.51249757798876,0,0
2019,0,2,1,0,0,0,0,1,546500,360.0,1,1,1,648000.0,1,1,0,0,19800.0,857,1,1,84.33641975,0,1,0,15.0,27.59961618100096,27.59961618100096,0,0
2019,0,2,0,0,2,0,0,1,196500,360.0,1,1,1,288000.0,1,1,0,0,3420.0,648,6,1,68.22916667,0,1,0,46.0,57.43934522069571,57.43934522069571,1,1
2019,0,2,1,0,3,0,0,1,656500,360.0,1,1,1,1308000.0,1,1,0,0,11160.0,748,2,0,50.1911315,3,1,0,29.0,58.82089418510886,58.82089418510886,0,0
2019,0,1,0,0,0,0,0,1,106500,360.0,0,1,1,168000.0,1,2,0,0,5100.0,697,6,0,63.39285714,0,1,0,32.0,20.878259164869633,20.878259164869633,0,0
2019,0,3,0,0,3,0,0,1,116500,360.0,1,1,0,948000.0,1,1,0,0,3300.0,604,4,1,12.28902954,3,1,1,43.0,35.29233565586186,35.29233565586186,1,1
2019,0,0,1,0,0,0,0,1,246500,360.0,1,1,1,258000.0,1,1,0,0,3720.0,777,3,1,95.54263566,0,1,0,46.0,66.24563289438323,66.24563289438323,1,0
2019,0,0,0,0,2,0,0,1,326500,360.0,1,0,1,458000.0,1,1,0,0,2340.0,762,2,1,71.28820961,0,1,1,17.0,139.47031183255018,139.47031183255018,0,0
2019,0,3,0,0,0,0,0,1,276500,360.0,1,1,1,418000.0,1,1,0,0,29760.0,880,1,1,75.13586957,0,1,1,39.0,9.290682436746078,9.290682436746078,0,0
2019,0,3,0,0,3,0,0,1,146500,360.0,0,1,1,138000.0,1,1,0,0,7380.0,849,4,1,106.1594203,3,1,1,25.0,19.848259043490042,19.848259043490042,0,0
2019,0,3,0,1,0,0,0,0,126500,360.0,1,1,1,128000.0,1,1,0,0,4200.0,894,2,1,98.828125,3,1,0,35.0,30.11187812425613,30.11187812425613,0,0
2019,0,0,0,1,2,0,0,0,126500,360.0,1,1,1,168000.0,1,1,0,0,3540.0,671,4,1,75.29761905,3,1,1,30.0,35.724371646427564,35.724371646427564,0,0
2019,0,3,0,1,2,0,0,0,86500,360.0,1,1,1,138000.0,1,1,0,0,2040.0,595,6,1,62.68115942,3,1,0,33.0,42.381185693287605,42.381185693287605,0,1
2019,0,1,0,0,0,0,0,1,576500,360.0,1,1,1,718000.0,1,1,0,0,13080.0,732,1,0,80.29247911,3,1,0,32.0,44.0715541625258,44.0715541625258,0,0
2019,0,2,0,0,3,0,0,1,476500,360.0,1,1,1,798000.0,1,1,0,0,8580.0,592,1,0,59.71177945,3,1,0,35.0,55.52965854795478,55.52965854795478,0,1
2019,0,3,0,2,0,0,0,1,356500,360.0,1,1,1,398000.0,1,1,0,3,8640.0,801,1,1,89.57286432,3,1,0,54.0,41.25679898159935,41.25679898159935,1,0
2019,0,3,0,0,2,0,0,1,216500,240.0,1,1,0,418000.0,1,1,0,0,5100.0,507,1,1,75.13586957,3,1,1,39.0,42.442658302293665,42.442658302293665,0,1
2019,0,3,1,0,0,0,0,1,256500,360.0,1,1,1,278000.0,1,1,0,0,8520.0,512,2,1,92.26618705,3,1,0,35.0,30.102100692406996,30.102100692406996,0,1
2019,0,0,0,0,2,0,0,1,436500,360.0,1,1,1,708000.0,1,1,0,0,7200.0,661,2,1,61.65254237,0,1,0,39.0,60.61658103041244,60.61658103041244,0,0
2019,0,0,0,2,3,0,0,1,546500,360.0,1,1,1,668000.0,1,1,0,0,5760.0,549,1,0,81.81137725,3,1,0,39.0,94.86200312445756,94.86200312445756,0,1
2019,0,3,0,0,2,0,0,1,156500,360.0,1,1,1,248000.0,1,1,0,0,2640.0,502,3,1,63.10483871,3,1,0,30.0,59.25785687239682,59.25785687239682,0,1
2019,0,3,0,0,2,0,0,1,246500,360.0,1,1,1,378000.0,1,1,0,0,4440.0,882,4,1,65.21164021,3,1,0,36.0,55.505516775501015,55.505516775501015,0,0
2019,0,3,0,2,3,0,0,1,276500,360.0,1,1,1,418000.0,1,1,0,0,5580.0,755,3,1,75.13586957,3,1,1,39.0,49.543092635728364,49.543092635728364,0,0
2019,0,3,0,0,3,0,0,1,176500,360.0,1,1,1,198000.0,1,1,0,0,5580.0,739,2,1,89.14141414,3,1,0,40.0,31.62515678193872,31.62515678193872,0,0
2019,0,2,0,2,3,0,0,1,186500,360.0,1,1,1,218000.0,1,1,0,0,5760.0,855,4,1,85.55045872,0,1,0,39.0,32.372851935427875,32.372851935427875,0,0
2019,0,3,0,2,2,0,0,1,306500,360.0,1,1,1,308000.0,1,1,0,0,3420.0,577,6,1,99.51298701,3,1,1,30.0,89.59368605670856,89.59368605670856,0,1
2019,1,3,0,1,2,0,0,0,176500,324.0,0,1,1,188000.0,1,1,0,0,5760.0,895,2,1,93.88297872,3,1,1,39.0,30.63704218017705,30.63704218017705,0,0
2019,0,2,0,0,3,0,0,1,186500,324.0,1,1,1,248000.0,1,1,0,0,4620.0,554,3,1,75.2016129,0,1,0,26.0,40.359229603981824,40.359229603981824,0,1
2019,0,0,0,1,3,1,0,0,86500,360.0,1,1,1,78000.0,1,1,0,0,5460.0,724,3,1,110.8974359,2,1,1,32.0,15.83958981871452,15.83958981871452,0,0
2019,0,1,0,0,3,0,0,1,446500,360.0,1,0,1,518000.0,1,1,0,0,6300.0,560,0,0,86.1969112,0,1,0,35.0,70.86176797333756,70.86176797333756,0,1
2019,0,3,0,0,2,0,0,1,306500,360.0,1,1,1,548000.0,1,1,0,0,4260.0,528,4,1,55.93065693,3,1,0,42.0,71.93147148556677,71.93147148556677,1,1
2019,0,2,0,0,3,0,0,1,326500,360.0,0,1,1,398000.0,1,1,0,0,5340.0,524,2,0,82.03517588,0,1,0,45.0,61.13087436809586,61.13087436809586,1,1
2019,0,3,0,2,2,0,0,1,286500,360.0,1,1,0,418000.0,1,1,0,0,3120.0,828,1,1,75.13586957,3,1,1,39.0,91.79750080102531,91.79750080102531,0,0
2019,0,0,1,0,0,0,0,1,196500,360.0,1,1,1,238000.0,1,1,0,0,5160.0,526,2,1,82.56302521,0,1,0,44.0,38.07401666343732,38.07401666343732,1,1
2019,0,3,0,0,2,1,1,1,56500,360.0,1,0,1,458000.0,1,1,0,0,4620.0,843,2,1,12.33624454,3,1,0,46.0,12.226790737935511,12.226790737935511,1,0
2019,0,3,0,0,2,0,0,1,316500,360.0,1,1,1,458000.0,1,1,0,0,4500.0,897,4,1,69.10480349,3,1,0,34.0,70.31770717618308,70.31770717618308,0,0
2019,0,2,0,2,3,0,0,1,226500,360.0,1,1,1,378000.0,1,1,0,0,6360.0,783,2,0,59.92063492,0,1,0,44.0,35.60760886653042,35.60760886653042,1,0
2019,0,0,0,0,1,1,0,1,106500,360.0,1,1,1,1108000.0,1,0,0,0,4440.0,599,6,1,9.611913357,0,1,0,39.0,23.981085341139384,23.981085341139384,0,1
2019,0,1,0,0,2,0,0,1,726500,360.0,1,1,1,1118000.0,1,1,0,0,9660.0,750,2,0,64.98211091,0,1,0,43.0,75.19925473553462,75.19925473553462,1,0
2019,0,3,0,0,2,0,0,1,456500,180.0,1,1,1,588000.0,1,1,0,0,13200.0,651,4,1,77.63605442,3,1,1,37.0,34.58071358230437,34.58071358230437,0,0
2019,0,1,0,0,2,0,0,1,196500,360.0,1,1,1,238000.0,1,1,0,0,11280.0,555,1,1,82.56302521,0,1,0,19.0,17.41866855775197,17.41866855775197,0,1
2019,0,2,0,1,2,0,0,0,396500,360.0,1,1,1,578000.0,1,1,0,0,7020.0,691,3,1,68.59861592,0,1,0,33.0,56.473436832360065,56.473436832360065,0,0
2019,0,2,0,0,2,0,0,1,106500,180.0,1,1,1,518000.0,1,1,0,0,3120.0,891,6,1,20.55984556,0,1,0,33.0,34.12367830823454,34.12367830823454,0,0
2019,1,2,0,0,1,0,0,1,166500,360.0,1,1,1,688000.0,1,0,0,0,1440.0,884,0,0,24.2005814,3,1,1,23.0,115.54476058292852,115.54476058292852,0,0
2019,0,2,1,0,2,0,0,1,656500,360.0,1,1,1,1908000.0,1,1,0,0,8700.0,589,3,1,34.40775681,3,1,0,41.0,75.45109757499138,75.45109757499138,1,1
2019,0,1,0,0,2,0,0,1,106500,360.0,1,1,1,158000.0,1,1,0,0,2520.0,596,4,1,67.40506329,0,1,0,36.0,42.245140817136054,42.245140817136054,0,1
2019,1,1,0,0,0,0,0,1,376500,324.0,0,1,1,608000.0,1,1,0,0,5220.0,897,0,1,61.92434211,0,1,1,51.0,72.1126221030454,72.1126221030454,1,0
2019,0,3,0,0,1,0,0,1,86500,360.0,1,1,1,418000.0,1,1,0,0,2220.0,871,3,1,75.13586957,3,1,1,39.0,38.94642053129221,38.94642053129221,0,0
2019,0,0,0,0,2,0,0,1,346500,360.0,1,1,1,528000.0,1,1,0,0,3780.0,709,4,1,65.625,0,1,0,43.0,91.64242263951336,91.64242263951336,1,0
2019,0,2,0,2,2,1,0,1,186500,180.0,1,1,1,218000.0,1,1,0,0,5940.0,849,3,1,85.55045872,0,1,0,56.0,31.39202154519441,31.39202154519441,1,0
2019,0,3,0,1,2,0,0,0,146500,360.0,1,1,1,178000.0,1,1,0,0,4680.0,766,2,1,82.30337079,3,1,0,44.0,31.29673146763512,31.29673146763512,1,0
2019,0,1,0,0,0,0,0,1,466500,360.0,1,1,1,588000.0,1,1,0,0,8040.0,804,1,0,79.33673469,3,1,0,43.0,58.01517224225842,58.01517224225842,1,0
2019,0,1,0,2,0,0,0,1,466500,360.0,1,1,1,448000.0,1,1,0,0,5640.0,558,6,1,104.1294643,0,1,0,58.0,82.69810317319624,82.69810317319624,1,1
2019,0,2,1,0,2,0,0,1,176500,240.0,1,1,1,278000.0,1,1,0,0,5460.0,884,2,1,63.48920863,0,1,0,37.0,32.320087895989744,32.320087895989744,0,0
2019,0,1,1,2,0,0,0,1,396500,360.0,1,1,1,398000.0,1,1,0,0,5220.0,658,1,0,99.62311558,0,1,0,47.0,75.9433058800996,75.9433058800996,1,0
2019,0,3,1,2,2,0,0,1,236500,360.0,1,1,1,308000.0,1,1,0,0,8880.0,570,2,1,76.78571429,3,1,0,35.0,26.629884022069586,26.629884022069586,0,1
2019,0,0,0,1,2,0,0,0,196500,360.0,1,1,1,248000.0,1,1,0,0,2580.0,865,3,1,79.23387097,2,1,1,52.0,76.13328167376986,76.13328167376986,1,0
2019,0,2,0,0,2,0,0,1,186500,144.0,1,0,1,338000.0,1,1,0,0,3000.0,795,2,1,55.17751479,1,1,0,44.0,62.14595134955015,62.14595134955015,1,0
2019,0,2,1,0,3,0,0,1,636500,360.0,1,1,1,798000.0,1,1,0,0,8460.0,863,1,0,79.76190476,0,1,0,43.0,75.22751447819407,75.22751447819407,1,0
2019,0,0,1,0,0,0,0,1,196500,360.0,1,1,1,208000.0,1,1,0,0,4620.0,757,0,1,94.47115385,0,1,0,40.0,42.52326336290846,42.52326336290846,0,0
2019,0,3,0,1,0,1,0,0,226500,300.0,0,1,1,238000.0,1,1,0,0,2580.0,666,2,1,95.16806723,3,1,1,52.0,87.7566834560248,87.7566834560248,1,0
2019,0,1,0,0,3,0,0,1,266500,324.0,1,1,1,588000.0,1,1,0,0,6480.0,865,3,1,45.32312925,0,1,0,21.0,41.12019750038574,41.12019750038574,0,0
2019,0,2,0,0,0,0,0,1,96500,360.0,0,1,1,108000.0,1,1,0,0,2220.0,868,5,1,89.35185185,0,1,0,38.0,43.44889689329131,43.44889689329131,0,0
2019,0,0,0,1,0,1,0,0,186500,360.0,1,1,1,198000.0,1,1,0,0,4380.0,720,1,1,94.19191919,0,1,0,35.0,42.57018945446245,42.57018945446245,0,0
2019,0,3,1,1,2,0,0,0,126500,360.0,1,1,1,168000.0,1,1,0,0,2340.0,839,0,1,75.29761905,3,1,0,34.0,54.036736437419904,54.036736437419904,0,0
2019,0,3,0,0,3,0,0,1,186500,240.0,1,1,1,218000.0,1,1,0,0,3240.0,555,0,1,85.55045872,3,1,0,40.0,57.54396791113854,57.54396791113854,0,1
2019,0,1,0,0,3,0,0,1,226500,360.0,1,1,1,288000.0,1,1,0,0,10980.0,877,1,1,78.64583333,2,1,0,27.0,20.626536745287314,20.626536745287314,0,0
2019,0,2,0,2,3,0,0,1,226500,360.0,1,1,1,258000.0,1,1,0,0,4080.0,599,4,1,87.79069767,0,1,0,55.0,55.501102670913994,55.501102670913994,1,1
2019,0,2,0,0,3,0,0,1,246500,180.0,1,1,1,418000.0,1,1,0,0,7260.0,629,0,0,58.97129187,3,1,0,21.0,33.9484919432585,33.9484919432585,0,1
2019,0,0,0,0,2,0,0,1,346500,360.0,0,1,1,778000.0,1,1,0,0,5040.0,622,3,1,44.53727506,0,1,0,37.0,68.73636183296965,68.73636183296965,0,1
2019,0,3,0,0,3,0,0,1,616500,360.0,1,1,1,828000.0,1,1,0,0,7680.0,790,0,0,74.45652174,3,1,0,39.0,80.26298659028772,80.26298659028772,0,0
2019,0,2,0,0,3,0,0,1,306500,180.0,1,1,1,448000.0,1,0,0,0,12600.0,842,2,1,68.41517857,0,1,0,36.0,24.323466391556227,24.323466391556227,0,0
2019,0,1,1,2,3,0,0,1,336500,360.0,1,1,1,368000.0,1,1,0,0,5760.0,874,1,1,91.44021739,0,1,0,39.0,58.40999826419024,58.40999826419024,0,0
2019,0,0,0,0,2,0,0,1,636500,360.0,1,1,1,1108000.0,1,1,0,0,19860.0,598,3,0,57.44584838,3,1,0,9.0,32.04773173556216,32.04773173556216,0,1
2019,0,0,0,1,2,0,0,0,76500,360.0,0,1,1,118000.0,1,1,0,0,3240.0,777,3,1,64.83050847,0,1,0,28.0,23.603825979635914,23.603825979635914,0,0
2019,0,2,0,0,0,0,0,1,436500,360.0,1,1,1,488000.0,1,1,0,0,8880.0,809,3,0,89.44672131,0,1,0,39.0,49.1498705100777,49.1498705100777,0,0
2019,0,3,0,2,3,0,0,1,416500,360.0,1,1,1,418000.0,1,1,0,0,5760.0,862,6,1,99.64114833,3,1,0,39.0,72.29647630619684,72.29647630619684,0,0
2019,0,2,0,2,3,0,0,1,396500,360.0,1,1,1,418000.0,1,1,0,0,0.0,538,2,0,75.13586957,0,1,1,39.0,396500.0,396500.0,0,1
2019,0,0,0,1,0,0,0,0,296500,360.0,1,1,1,318000.0,1,1,0,0,3360.0,746,1,1,93.23899371,0,1,0,46.0,88.21779232371318,88.21779232371318,1,0
2019,0,1,0,0,2,0,0,1,136500,360.0,1,1,1,188000.0,1,1,0,0,5700.0,679,1,1,72.60638298,0,1,0,13.0,23.943167865286792,23.943167865286792,0,0
2019,0,2,0,0,2,0,0,1,196500,360.0,1,1,1,328000.0,1,1,0,0,3180.0,655,3,1,59.90853659,0,1,0,20.0,61.77302734988997,61.77302734988997,0,0
2019,0,1,0,0,2,0,0,1,166500,360.0,1,1,1,268000.0,1,1,0,0,2400.0,827,4,0,62.12686567,0,1,0,30.0,69.34610578925448,69.34610578925448,0,0
2019,0,3,0,0,0,0,0,1,106500,360.0,1,1,1,118000.0,1,1,0,0,2880.0,577,0,0,90.25423729,3,1,1,38.0,36.966331135022564,36.966331135022564,0,1
2019,0,3,0,1,1,0,0,0,76500,360.0,1,1,1,158000.0,1,1,0,0,780.0,854,6,1,48.41772152,3,1,0,46.0,97.95134443021767,97.95134443021767,1,0
2019,0,3,0,1,2,0,0,0,386500,360.0,0,1,1,518000.0,1,1,0,0,7680.0,783,3,1,74.61389961,3,1,0,54.0,50.31896888425986,50.31896888425986,1,0
2019,0,3,0,0,2,0,0,1,86500,360.0,1,1,1,398000.0,1,1,0,0,3240.0,875,3,1,21.73366834,3,1,0,30.0,26.689293427954336,26.689293427954336,0,0
2019,0,2,0,2,2,0,0,1,156500,360.0,1,1,1,168000.0,1,1,0,0,4200.0,810,3,1,93.1547619,0,1,0,8.0,37.25303499166865,37.25303499166865,0,0
2019,0,1,0,0,3,0,0,1,586500,360.0,1,1,1,808000.0,1,1,0,0,9180.0,524,0,0,72.58663366,3,1,0,37.0,63.8819300729768,63.8819300729768,0,1
2019,0,1,0,0,3,0,0,1,556500,360.0,1,1,1,628000.0,1,1,0,0,6780.0,811,0,0,88.61464968,3,1,0,42.0,82.06754166052205,82.06754166052205,1,0
2019,0,1,0,1,2,0,0,0,466500,360.0,1,1,1,538000.0,1,1,0,0,5040.0,555,1,0,86.71003717,0,1,0,46.0,92.54116246776434,92.54116246776434,1,1
2019,0,2,1,0,2,0,0,1,266500,360.0,1,1,1,358000.0,1,0,0,0,15060.0,758,1,0,74.44134078,0,1,0,36.0,17.69470818670739,17.69470818670739,0,0
2019,0,1,0,0,3,0,0,1,506500,360.0,1,1,1,1248000.0,1,1,0,0,9660.0,605,1,0,40.5849359,0,1,0,21.0,52.42728496014905,52.42728496014905,0,1
2019,0,3,0,0,3,0,0,1,106500,180.0,1,1,1,208000.0,1,1,0,0,3780.0,503,0,1,51.20192308,3,1,0,24.0,28.167151547209734,28.167151547209734,0,1
2019,0,1,0,0,2,0,0,1,206500,360.0,1,0,1,258000.0,1,1,0,0,7860.0,739,2,1,80.03875969,0,1,0,21.0,26.268922528940337,26.268922528940337,0,0
2019,0,1,0,0,2,0,0,1,486500,360.0,1,1,1,2218000.0,1,1,0,0,11940.0,845,2,0,21.93417493,0,1,0,31.0,40.741981408592245,40.741981408592245,0,0
2019,0,0,0,0,0,0,0,1,206500,360.0,1,1,1,258000.0,1,1,0,0,8640.0,549,0,0,80.03875969,0,1,0,37.0,23.897697025807197,23.897697025807197,0,1
2019,0,0,0,0,2,0,0,1,186500,360.0,1,1,1,318000.0,1,1,0,0,4920.0,560,2,1,58.64779874,3,1,0,31.0,37.898801056695795,37.898801056695795,0,1
2019,0,0,0,0,2,0,0,1,286500,360.0,1,1,1,448000.0,1,1,0,0,3960.0,569,3,1,63.95089286,0,1,0,44.0,72.33021964150467,72.33021964150467,1,1
2019,0,1,0,0,3,0,0,1,556500,240.0,1,1,1,758000.0,1,1,0,0,7380.0,599,2,1,73.41688654,0,1,0,36.0,75.39628776588538,75.39628776588538,0,1
2019,0,2,0,0,3,0,0,1,676500,360.0,1,1,1,738000.0,1,1,0,0,9900.0,632,1,0,91.66666667,0,1,0,37.0,68.32643167356832,68.32643167356832,0,1
2019,0,1,0,2,3,0,0,1,686500,360.0,1,1,1,1908000.0,1,1,0,0,5760.0,630,4,0,35.98008386,0,1,0,39.0,119.1633396979691,119.1633396979691,0,1
2019,0,1,0,0,2,1,0,1,256500,300.0,0,1,1,368000.0,1,1,0,0,6240.0,700,2,1,69.70108696,0,1,1,31.0,41.0991828232655,41.0991828232655,0,0
2019,0,1,0,1,3,0,0,0,446500,360.0,0,1,1,418000.0,1,1,0,0,0.0,828,2,0,75.13586957,3,1,1,39.0,446500.0,446500.0,0,0
2019,0,1,0,0,2,0,0,1,386500,360.0,1,1,1,658000.0,1,1,0,0,7020.0,688,3,1,58.73860182,3,1,0,43.0,55.04913829938755,55.04913829938755,1,0
2019,0,3,0,0,2,0,0,1,156500,96.0,1,1,1,208000.0,1,1,0,0,4020.0,716,4,1,75.24038462,3,1,1,20.0,38.92066650087043,38.92066650087043,0,0
2019,0,2,1,0,2,0,0,1,316500,240.0,1,1,1,418000.0,1,1,0,0,10080.0,746,1,1,75.71770335,0,1,0,38.0,31.39569487154052,31.39569487154052,0,0
2019,0,3,0,0,2,0,0,1,116500,180.0,1,1,1,198000.0,1,1,0,0,5580.0,809,3,1,58.83838384,3,1,0,31.0,20.874395269664934,20.874395269664934,0,0
2019,0,3,0,0,2,1,0,1,106500,360.0,1,1,1,128000.0,1,1,0,0,2820.0,598,3,1,83.203125,3,1,0,36.0,37.75257001063453,37.75257001063453,0,1
2019,1,3,0,0,1,0,0,1,126500,360.0,1,1,1,168000.0,1,1,0,0,0.0,847,0,1,75.29761905,3,1,1,20.0,126500.0,126500.0,0,0
2019,0,3,0,0,3,0,0,1,156500,180.0,0,1,1,218000.0,1,1,0,0,3660.0,528,1,1,71.78899083,3,1,1,47.0,42.74788309205135,42.74788309205135,1,1
2019,0,2,1,0,2,0,0,1,166500,240.0,1,1,1,278000.0,1,1,0,0,4740.0,705,1,1,59.89208633,0,1,0,38.0,35.11917317021725,35.11917317021725,0,0
2019,0,3,1,0,3,0,0,1,246500,360.0,1,1,1,508000.0,1,2,0,0,9600.0,836,3,0,48.52362205,3,1,0,40.0,25.674408915737946,25.674408915737946,0,0
2019,0,3,0,0,2,0,0,1,326500,360.0,1,1,1,408000.0,1,1,0,0,11100.0,628,2,1,80.0245098,3,1,1,20.0,29.41176470588235,29.41176470588235,0,1
2019,1,2,1,0,3,0,0,1,1746500,360.0,1,1,1,2508000.0,1,1,0,1,11460.0,554,1,0,69.63716108,3,1,1,8.0,152.38635372131577,152.38635372131577,0,1
