id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,security_type,status,dtir1
61965,2019,0,0,0,0,0,1,0,1,166500,360.0,1,1,1,168000.0,1,1,0,0,2160.0,1,730,0,0,1,99.10714286,0,1,0,36.0
61966,2019,0,1,0,0,2,0,0,1,656500,360.0,1,1,1,1238000.0,1,1,0,0,13140.0,1,744,1,2,0,53.02907916,0,1,0,43.0
61967,2019,0,1,1,1,0,0,0,0,196500,360.0,1,1,0,198000.0,1,1,0,0,5760.0,0,810,1,0,1,99.24242424,0,1,0,42.0
61968,2019,1,1,0,1,0,0,0,0,566500,360.0,1,1,1,588000.0,1,1,0,0,10980.0,1,518,1,1,0,96.34353741,0,1,0,38.0
61969,2019,0,1,0,0,2,0,0,1,426500,360.0,1,0,1,548000.0,1,1,0,0,9240.0,3,573,1,3,1,77.82846715,3,1,0,43.0
61970,2019,0,0,0,1,2,0,0,0,136500,360.0,0,1,1,418000.0,1,1,0,0,3960.0,2,638,1,2,1,75.13586957,3,1,1,39.0
61971,2019,0,0,0,0,2,0,0,1,346500,360.0,1,0,1,628000.0,1,1,0,0,3480.0,1,501,0,6,1,55.17515924,0,1,1,57.0
61972,2019,0,2,0,1,0,0,0,0,266500,360.0,1,0,1,278000.0,1,1,0,0,3960.0,0,709,0,1,1,95.86330935,0,1,0,39.0
61973,2019,0,0,1,0,1,0,0,1,76500,360.0,1,1,1,218000.0,1,1,0,0,1560.0,0,819,0,3,1,35.09174312,2,1,1,48.0
61974,2019,1,3,0,0,3,0,0,1,636500,360.0,1,1,1,808000.0,1,1,0,0,10140.0,1,556,0,1,1,78.77475248,3,1,0,33.0
61975,2019,0,1,0,2,3,0,0,1,346500,360.0,1,1,1,558000.0,1,1,0,0,5760.0,3,685,1,4,1,62.09677419,3,1,0,39.0
61976,2019,0,1,1,0,0,0,0,1,396500,180.0,1,1,1,568000.0,1,1,0,0,24180.0,3,764,1,2,1,69.80633803,2,1,0,31.0
61977,2019,0,1,1,0,0,0,0,1,256500,360.0,1,1,1,268000.0,1,1,0,0,5220.0,0,885,1,0,1,95.70895522,0,1,0,30.0
61978,2019,0,1,0,0,0,0,0,1,266500,360.0,1,1,1,298000.0,1,2,0,0,11760.0,1,614,1,4,0,89.4295302,2,1,0,47.0
61979,2019,0,2,0,0,3,0,0,1,466500,360.0,1,1,1,568000.0,1,1,0,0,8220.0,0,674,0,2,0,82.13028169,0,1,0,39.0
61980,2019,0,0,0,0,3,0,0,1,686500,360.0,1,1,1,1358000.0,1,1,0,0,10500.0,3,571,0,1,0,50.55228277,3,1,0,49.0
61981,2019,0,0,0,0,2,0,0,1,276500,360.0,1,0,1,388000.0,1,1,0,0,4920.0,0,575,1,1,0,71.2628866,0,1,0,49.0
61982,2019,0,2,0,1,1,0,0,0,36500,360.0,1,1,1,238000.0,1,1,0,0,2460.0,0,869,0,3,1,15.33613445,0,1,0,17.0
61983,2019,0,2,0,2,3,0,0,1,306500,360.0,1,1,1,348000.0,1,1,0,0,5760.0,3,640,1,2,1,88.07471264,0,1,0,39.0
61984,2019,0,2,0,0,3,0,0,1,556500,360.0,1,1,1,638000.0,1,1,0,0,13980.0,3,571,1,2,0,87.22570533,0,1,0,20.0
61985,2019,0,3,1,0,3,0,0,1,176500,360.0,1,1,1,208000.0,1,1,0,0,2820.0,0,531,0,1,1,84.85576923,3,1,1,50.0
61986,2019,1,3,0,0,3,0,0,1,676500,360.0,1,1,1,668000.0,1,1,0,0,18360.0,1,501,0,4,1,101.2724551,3,1,1,25.0
61987,2019,0,2,0,0,1,0,0,1,156500,360.0,1,1,1,318000.0,1,1,0,0,3600.0,1,562,0,6,1,49.21383648,0,1,0,37.0
61988,2019,0,1,0,0,3,0,0,1,286500,360.0,1,1,1,368000.0,1,1,0,0,4380.0,1,867,1,1,0,77.85326087,0,1,0,38.0
61989,2019,0,2,1,1,2,0,0,0,246500,360.0,1,1,1,348000.0,1,1,0,0,6000.0,0,515,0,3,1,70.83333333,3,1,1,29.0
61990,2019,0,3,0,0,2,0,0,1,126500,360.0,1,1,1,328000.0,1,1,0,0,2880.0,0,686,0,6,1,38.56707317,3,1,0,49.0
61991,2019,0,0,1,0,0,0,0,1,426500,360.0,1,1,1,728000.0,1,1,0,0,4440.0,1,827,0,3,0,58.58516484,3,1,0,48.0
61992,2019,0,3,0,0,2,1,1,1,256500,360.0,1,0,1,1608000.0,1,1,0,0,11700.0,0,605,1,2,1,15.95149254,3,1,0,40.0
61993,2019,0,1,0,1,0,0,0,0,546500,360.0,1,1,1,568000.0,1,1,0,0,8280.0,1,514,1,1,0,96.21478873,0,1,0,46.0
61994,2019,0,1,0,0,3,0,0,1,346500,180.0,1,0,1,558000.0,1,1,0,0,8340.0,3,838,1,2,1,62.09677419,2,1,0,28.0
61995,2019,0,3,0,1,2,0,0,0,136500,360.0,1,1,1,168000.0,1,1,0,0,2040.0,3,894,0,2,1,81.25,3,1,0,58.0
61996,2019,0,3,0,0,2,0,0,1,456500,360.0,1,1,1,628000.0,1,1,0,0,6660.0,0,599,1,3,0,72.6910828,3,1,0,40.0
61997,2019,0,3,1,0,0,0,0,1,296500,360.0,1,1,1,328000.0,1,1,0,0,4680.0,3,578,1,1,1,90.39634146,3,1,0,49.0
61998,2019,0,1,0,0,3,0,0,1,306500,360.0,1,1,1,438000.0,1,1,0,0,7020.0,1,730,1,3,1,69.97716895,0,1,0,25.0
61999,2019,0,3,0,1,3,0,0,0,196500,360.0,1,1,0,218000.0,1,1,0,0,5760.0,1,553,0,3,1,90.13761468,3,1,1,39.0
62000,2019,0,2,0,0,0,0,0,1,116500,360.0,1,1,1,128000.0,1,1,0,0,2580.0,1,882,0,1,0,91.015625,0,1,0,13.0
62001,2019,0,1,0,0,0,0,0,1,126500,360.0,0,1,1,218000.0,1,1,0,0,4560.0,1,749,1,2,1,58.02752294,0,1,0,45.0
62002,2019,0,1,0,1,3,0,0,0,286500,360.0,1,1,1,298000.0,1,1,0,0,5760.0,3,561,1,0,0,96.1409396,0,1,0,39.0
62003,2019,0,3,0,2,3,0,0,1,196500,360.0,1,1,1,208000.0,1,1,0,0,5760.0,3,576,0,2,1,94.47115385,3,1,0,39.0
62004,2019,0,2,0,0,3,0,0,1,236500,360.0,1,1,1,508000.0,1,1,0,0,3000.0,0,735,0,1,0,46.55511811,0,1,0,49.0
62005,2019,0,2,0,1,2,1,0,0,226500,360.0,1,1,1,308000.0,1,1,0,0,3120.0,1,710,0,2,1,73.53896104,0,1,1,60.0
62006,2019,0,2,0,0,0,0,0,1,306500,360.0,1,1,1,538000.0,1,0,0,0,3060.0,3,695,0,3,0,56.97026022,0,1,0,44.0
62007,2019,0,0,0,0,3,0,0,1,366500,360.0,1,1,1,528000.0,1,1,0,0,4440.0,3,807,0,1,1,69.41287879,2,1,0,46.0
62008,2019,0,3,0,1,3,0,0,0,186500,360.0,1,0,1,238000.0,1,1,0,0,5760.0,1,557,0,0,1,78.36134454,3,1,1,39.0
62009,2019,0,1,0,0,2,1,0,1,226500,360.0,1,1,1,268000.0,1,1,0,0,4260.0,0,788,1,4,1,84.51492537,0,1,0,35.0
62010,2019,0,2,0,0,3,0,0,1,336500,360.0,1,1,1,588000.0,1,1,0,0,4860.0,0,533,0,2,0,57.22789116,0,1,0,30.0
62011,2019,0,3,0,2,3,0,0,1,106500,360.0,1,1,1,128000.0,1,1,0,0,5760.0,1,812,0,2,1,83.203125,3,1,0,39.0
62012,2019,0,1,0,0,2,0,0,1,126500,180.0,1,1,1,248000.0,1,1,0,0,3420.0,1,515,1,4,1,51.00806452,0,1,0,35.0
62013,2019,0,0,0,1,0,0,0,0,46500,360.0,1,1,1,58000.0,1,1,0,0,6180.0,3,737,0,0,1,80.17241379,0,1,0,44.0
62014,2019,0,1,0,0,2,0,0,1,136500,240.0,1,1,1,178000.0,1,1,0,0,4200.0,3,503,1,4,1,76.68539326,0,1,0,37.0
62015,2019,0,3,0,0,0,0,0,1,356500,360.0,1,1,1,418000.0,1,1,0,0,15060.0,2,749,1,2,0,75.13586957,0,1,1,39.0
62016,2019,0,3,0,2,2,0,0,1,306500,360.0,1,1,1,358000.0,1,1,0,0,2940.0,0,726,0,3,1,85.61452514,3,1,0,49.0
62017,2019,0,1,0,1,0,0,0,0,316500,360.0,1,1,1,328000.0,1,1,0,0,4080.0,0,527,1,2,0,96.49390244,0,1,0,47.0
62018,2019,0,3,1,0,2,0,0,1,306500,360.0,1,1,1,458000.0,1,1,0,0,5220.0,0,625,0,1,1,66.92139738,3,1,0,43.0
62019,2019,0,3,0,1,3,0,0,0,166500,360.0,1,1,1,208000.0,1,1,0,0,5760.0,3,648,1,3,1,80.04807692,3,1,0,39.0
62020,2019,0,2,1,0,2,0,0,1,226500,180.0,1,1,1,328000.0,1,1,0,0,5160.0,3,604,1,3,1,69.05487805,0,1,1,10.0
62021,2019,0,3,0,0,3,0,0,1,196500,324.0,1,1,1,228000.0,1,1,0,0,6360.0,0,818,0,1,1,86.18421053,3,1,0,36.0
62022,2019,1,2,1,0,0,0,0,1,166500,180.0,1,1,1,268000.0,1,1,0,0,12000.0,0,727,0,2,1,62.12686567,0,1,1,5.0
62023,2019,0,2,0,0,3,0,0,1,416500,360.0,0,1,1,558000.0,1,1,0,0,7620.0,1,687,0,2,0,74.64157706,3,1,1,35.0
62024,2019,0,3,1,0,0,0,0,1,296500,360.0,1,1,1,308000.0,1,1,0,0,4500.0,0,598,0,1,1,96.26623377,3,1,0,32.0
62025,2019,0,1,1,0,3,0,0,1,256500,180.0,1,1,1,418000.0,1,0,0,0,15000.0,0,500,1,4,0,61.36363636,0,1,0,21.0
62026,2019,0,0,0,1,2,0,0,0,336500,360.0,1,1,1,418000.0,1,1,0,0,6360.0,1,731,0,2,0,80.50239234,2,1,0,41.0
62027,2019,0,2,0,0,2,0,0,1,486500,360.0,0,1,1,618000.0,1,1,0,0,11700.0,1,604,0,3,1,78.72168285,0,1,0,39.0
62028,2019,0,3,0,0,2,0,0,1,416500,360.0,1,1,1,608000.0,1,1,0,0,10380.0,0,810,1,2,1,68.50328947,3,1,1,37.0
62029,2019,0,2,0,0,2,0,0,1,446500,360.0,1,1,1,588000.0,1,1,0,0,5340.0,1,576,0,3,0,75.93537415,0,1,0,41.0
62030,2019,0,2,0,2,2,0,0,1,246500,360.0,1,1,1,278000.0,1,1,0,0,4320.0,1,843,0,6,1,88.66906475,3,1,1,46.0
62031,2019,0,2,0,2,3,0,0,1,296500,360.0,1,1,1,328000.0,1,1,0,0,5760.0,0,556,0,3,1,90.39634146,0,1,0,39.0
62032,2019,0,1,0,0,2,0,0,1,446500,240.0,1,1,1,698000.0,1,1,0,0,7740.0,3,525,1,2,0,63.96848138,0,1,0,46.0
62033,2019,0,2,0,0,0,0,0,1,486500,360.0,1,1,1,668000.0,1,0,0,0,10920.0,1,896,0,2,0,72.82934132,3,1,0,36.0
62034,2019,0,3,0,1,0,0,0,0,196500,360.0,1,1,1,208000.0,1,1,0,0,6000.0,0,704,1,4,1,94.47115385,3,1,0,40.0
62035,2019,0,3,0,2,0,0,0,1,286500,360.0,0,0,1,288000.0,1,1,0,0,2700.0,3,824,0,4,1,99.47916667,3,1,0,53.0
62036,2019,0,2,0,0,3,0,0,1,666500,360.0,1,0,1,888000.0,1,1,0,0,7500.0,0,620,0,1,0,75.05630631,0,1,0,49.0
62037,2019,0,1,1,1,3,0,0,0,616500,360.0,1,1,1,628000.0,1,1,0,0,5760.0,1,695,1,3,0,98.16878981,0,1,0,39.0
62038,2019,0,0,1,2,0,0,0,1,186500,360.0,1,1,1,188000.0,1,1,0,0,3780.0,0,697,0,1,1,99.20212766,0,1,0,42.0
62039,2019,0,1,0,0,3,0,0,1,416500,360.0,0,1,1,618000.0,1,1,0,0,1200.0,3,588,1,3,1,67.39482201,0,1,1,17.0
62040,2019,0,1,0,0,0,0,0,1,306500,360.0,1,1,1,328000.0,1,1,0,0,9780.0,0,525,1,0,1,93.44512195,3,1,1,49.0
62041,2019,0,3,0,0,3,0,0,1,656500,300.0,0,1,1,768000.0,1,1,0,0,10560.0,3,674,0,1,0,85.48177083,3,1,1,40.0
62042,2019,0,1,0,0,3,0,0,1,236500,360.0,1,1,1,428000.0,1,1,0,0,3780.0,0,892,1,3,1,55.25700935,0,1,1,48.0
62043,2019,0,2,0,1,0,0,0,0,316500,360.0,1,1,1,328000.0,1,1,0,0,12300.0,3,557,0,2,1,96.49390244,3,1,0,42.0
62044,2019,0,3,0,1,2,0,0,0,236500,360.0,1,1,1,318000.0,1,1,0,0,5400.0,1,773,0,2,1,74.37106918,3,1,0,60.0
62045,2019,0,1,0,0,2,0,0,1,216500,360.0,0,1,1,368000.0,1,1,0,0,4200.0,0,715,1,6,1,58.83152174,0,1,0,44.0
62046,2019,0,2,1,2,2,0,0,1,256500,360.0,0,1,1,258000.0,1,1,0,0,8280.0,0,777,0,4,1,99.41860465,0,1,0,35.0
62047,2019,0,3,0,1,0,0,0,0,296500,360.0,1,1,0,418000.0,1,1,0,0,3240.0,2,863,1,0,0,75.13586957,0,1,1,39.0
62048,2019,0,3,0,0,3,0,0,1,276500,360.0,1,1,0,418000.0,1,1,0,0,4680.0,2,558,1,0,1,75.13586957,3,1,1,39.0
62049,2019,0,1,0,1,3,0,0,0,356500,360.0,1,1,1,408000.0,1,1,0,0,5760.0,1,625,1,0,1,87.37745098,3,1,0,39.0
62050,2019,0,2,1,1,2,0,0,0,446500,360.0,1,1,1,518000.0,1,1,0,0,7620.0,0,861,0,2,0,86.1969112,0,1,0,33.0
62051,2019,0,0,0,1,3,0,0,0,106500,360.0,0,1,1,138000.0,1,1,0,0,1140.0,1,505,0,4,1,77.17391304,3,1,0,46.0
62052,2019,1,3,0,1,3,0,0,0,126500,360.0,1,1,1,418000.0,1,1,0,0,3360.0,2,616,1,2,1,75.13586957,3,1,1,39.0
62053,2019,0,2,0,0,3,0,0,1,226500,360.0,1,1,1,308000.0,1,0,0,0,5760.0,3,640,0,0,0,73.53896104,3,1,0,25.0
62054,2019,0,3,0,2,3,0,0,1,176500,360.0,1,1,1,238000.0,1,1,0,0,5760.0,0,822,0,3,1,74.15966387,3,1,0,39.0
62055,2019,0,2,1,0,0,0,0,1,186500,360.0,0,1,1,198000.0,1,1,0,0,3360.0,1,575,0,0,1,94.19191919,3,1,0,37.0
62056,2019,0,2,0,1,0,0,0,0,166500,180.0,1,1,1,168000.0,1,1,0,0,4980.0,0,578,0,0,1,99.10714286,0,1,0,25.0
62057,2019,0,0,1,0,0,0,0,1,246500,360.0,1,1,1,318000.0,1,1,0,0,4320.0,1,767,0,4,1,77.51572327,0,1,0,49.0
62058,2019,0,3,0,0,0,0,0,1,416500,240.0,0,1,1,678000.0,1,1,0,0,14700.0,0,859,1,0,1,61.43067847,3,1,0,49.0
62059,2019,0,3,0,2,3,0,0,1,396500,360.0,1,1,1,958000.0,1,1,0,0,5760.0,3,694,1,3,1,41.38830898,3,1,1,39.0
62060,2019,0,0,0,0,3,0,0,1,156500,360.0,1,1,1,258000.0,1,1,0,0,4020.0,1,543,0,4,1,60.65891473,0,1,0,20.0
62061,2019,0,3,0,0,3,0,0,1,636500,360.0,1,1,1,418000.0,1,1,0,0,29040.0,2,653,1,3,1,75.13586957,3,1,1,39.0
62062,2019,0,3,0,1,2,0,0,0,396500,360.0,1,1,1,468000.0,1,1,0,0,8940.0,0,868,1,3,1,84.72222222,3,1,0,24.0
62063,2019,0,1,0,0,2,0,0,1,126500,180.0,1,1,1,168000.0,1,1,0,0,4980.0,1,807,1,4,1,75.29761905,0,1,0,30.0
62064,2019,0,3,0,0,0,0,0,1,366500,360.0,1,1,1,408000.0,1,1,0,0,6060.0,3,677,1,0,0,89.82843137,3,1,0,47.0
62065,2019,0,1,0,0,2,0,0,1,206500,180.0,1,1,0,438000.0,1,1,0,0,6240.0,1,557,1,4,1,47.14611872,0,1,0,42.0
62066,2019,0,1,0,0,2,0,0,1,236500,360.0,0,1,1,418000.0,1,1,0,0,3120.0,2,646,1,4,1,75.13586957,0,1,1,39.0
62067,2019,1,3,1,0,0,0,0,1,456500,360.0,1,1,1,578000.0,1,1,0,0,9360.0,1,619,1,2,1,78.97923875,3,1,0,28.0
62068,2019,0,1,0,2,0,0,0,1,216500,360.0,1,1,1,228000.0,1,1,0,0,5580.0,3,568,1,4,1,94.95614035,0,1,0,37.0
62069,2019,0,1,0,0,2,0,0,1,186500,360.0,1,1,1,248000.0,1,0,0,0,4500.0,3,507,1,1,1,75.2016129,0,1,0,45.0
62070,2019,0,2,0,0,2,0,0,1,156500,360.0,0,1,1,418000.0,1,0,0,0,5700.0,0,587,0,3,1,37.44019139,2,1,0,48.0
62071,2019,0,3,1,1,2,0,0,0,266500,360.0,1,1,1,428000.0,1,1,0,0,3780.0,0,867,0,3,1,62.26635514,3,1,0,55.0
62072,2019,1,2,0,0,3,0,0,1,736500,360.0,1,1,1,418000.0,1,1,0,0,10320.0,2,691,1,3,0,75.13586957,0,1,1,39.0
62073,2019,0,3,0,2,3,0,0,1,166500,360.0,1,1,1,168000.0,1,1,0,0,5760.0,3,546,0,6,1,99.10714286,3,1,0,39.0
62074,2019,0,3,0,2,0,0,0,1,456500,360.0,1,1,1,528000.0,1,1,0,0,8580.0,0,558,1,0,0,86.45833333,0,1,0,43.0
62075,2019,1,2,0,0,3,0,0,1,686500,360.0,1,1,1,948000.0,1,1,0,0,1860.0,0,543,0,2,1,72.41561181,0,1,1,55.0
62076,2019,0,2,0,2,2,0,0,1,86500,360.0,1,1,1,128000.0,1,1,0,0,3420.0,0,886,0,4,1,67.578125,0,1,0,40.0
62077,2019,0,2,0,0,2,0,0,1,226500,360.0,1,1,1,398000.0,1,1,0,0,6720.0,3,719,0,2,1,56.90954774,0,1,0,31.0
62078,2019,0,2,0,0,3,0,0,1,146500,360.0,1,1,1,188000.0,1,1,0,0,1680.0,3,846,0,4,1,77.92553191,0,1,0,46.0
62079,2019,0,1,0,0,3,0,0,1,436500,360.0,1,1,1,758000.0,1,1,0,0,6180.0,0,706,1,3,0,57.58575198,0,1,0,37.0
62080,2019,0,3,0,0,2,0,0,1,346500,300.0,1,0,1,418000.0,1,1,0,0,7440.0,2,637,1,3,1,75.13586957,3,1,1,39.0
62081,2019,0,2,0,0,2,0,0,1,156500,360.0,1,1,1,268000.0,1,1,0,0,2220.0,1,600,0,3,1,58.39552239,0,1,0,41.0
62082,2019,0,3,1,0,3,0,0,1,376500,360.0,1,1,1,658000.0,1,1,0,0,3780.0,1,820,0,4,1,57.21884498,3,1,1,40.0
62083,2019,0,3,0,0,0,0,0,1,536500,360.0,1,1,1,608000.0,1,1,0,0,11520.0,1,660,1,3,0,88.24013158,3,1,0,48.0
62084,2019,0,2,0,0,2,0,0,1,106500,180.0,1,1,1,418000.0,1,1,0,0,3060.0,2,584,1,3,1,75.13586957,1,1,1,39.0
62085,2019,0,2,0,0,0,0,0,1,236500,360.0,1,1,1,268000.0,1,1,0,0,6600.0,0,674,0,1,1,88.24626866,0,1,1,8.0
62086,2019,0,1,0,0,3,0,0,1,376500,240.0,1,1,1,608000.0,1,1,0,0,8400.0,0,775,1,6,1,61.92434211,0,1,0,48.0
62087,2019,1,3,1,0,3,0,0,1,186500,360.0,1,1,1,258000.0,1,2,0,0,14760.0,0,769,0,1,1,72.28682171,3,1,0,31.0
62088,2019,1,3,0,0,2,0,0,1,896500,360.0,1,1,1,1348000.0,1,1,0,0,11460.0,0,772,1,1,1,66.50593472,3,1,0,37.0
62089,2019,0,2,0,0,0,0,0,1,36500,360.0,1,1,1,58000.0,1,1,0,0,2700.0,3,843,0,1,0,62.93103448,0,1,0,48.0
62090,2019,0,2,0,0,3,0,0,1,286500,360.0,1,1,1,628000.0,1,1,0,1,5040.0,0,692,0,1,0,45.62101911,3,1,0,28.0
62091,2019,1,1,0,0,2,1,1,1,546500,360.0,1,0,1,1248000.0,1,1,0,0,15660.0,0,539,1,3,1,43.7900641,3,1,0,39.0
62092,2019,0,2,1,2,0,0,0,1,386500,360.0,1,1,1,378000.0,1,1,0,0,5700.0,1,805,0,2,1,102.2486772,0,1,0,55.0
62093,2019,0,2,0,0,3,0,0,1,176500,360.0,1,1,1,298000.0,1,1,0,0,1680.0,1,836,0,4,1,59.22818792,0,1,0,42.0
62094,2019,0,3,0,0,2,0,0,1,176500,360.0,1,0,1,258000.0,1,1,0,0,2640.0,3,519,0,3,1,68.41085271,3,1,0,36.0
62095,2019,0,1,0,1,0,0,0,0,76500,360.0,1,1,1,78000.0,1,1,0,0,4860.0,1,670,1,1,1,98.07692308,0,1,0,28.0
62096,2019,0,0,0,0,0,0,0,1,116500,360.0,1,0,1,158000.0,1,1,0,0,1560.0,0,864,0,3,0,73.73417722,2,1,0,40.0
62097,2019,0,3,0,0,0,0,0,1,306500,360.0,1,1,1,328000.0,1,1,0,0,3300.0,0,825,0,0,1,93.44512195,3,1,0,49.0
62098,2019,0,3,0,0,2,0,0,1,306500,360.0,1,1,1,458000.0,1,1,0,0,5760.0,0,805,1,3,1,66.92139738,3,1,0,31.0
62099,2019,1,2,1,1,2,0,0,0,326500,360.0,1,1,1,458000.0,1,1,0,0,10320.0,0,601,1,3,1,71.28820961,0,1,0,44.0
62100,2019,0,0,0,1,2,0,0,0,76500,360.0,1,1,1,148000.0,1,1,0,0,840.0,3,732,0,3,1,51.68918919,0,1,0,55.0
62101,2019,0,1,0,0,2,0,0,1,286500,360.0,1,1,1,418000.0,1,1,0,0,6900.0,2,861,1,0,1,75.13586957,0,1,1,39.0
62102,2019,0,3,0,0,3,0,0,1,686500,360.0,1,1,1,1008000.0,1,1,0,0,12060.0,3,643,1,3,1,68.10515873,3,1,0,38.0
62103,2019,0,1,1,0,3,0,0,1,476500,360.0,1,1,1,648000.0,1,1,0,0,9480.0,0,779,1,1,0,73.53395062,0,1,0,29.0
62104,2019,0,3,0,0,3,0,0,1,226500,324.0,1,1,1,338000.0,1,1,0,0,4980.0,1,517,0,3,1,67.01183432,3,1,0,23.0
62105,2019,0,2,0,0,3,0,0,1,456500,360.0,1,1,1,808000.0,1,1,0,0,7200.0,3,548,0,2,0,56.49752475,0,1,0,41.0
62106,2019,0,2,0,0,0,0,0,1,226500,360.0,1,1,1,278000.0,1,1,0,0,5100.0,1,806,0,2,0,81.47482014,3,1,0,49.0
62107,2019,0,1,0,1,2,0,0,0,286500,360.0,1,1,1,358000.0,1,1,0,0,6180.0,3,633,1,2,0,80.02793296,2,1,0,42.0
62108,2019,0,1,0,2,3,0,0,1,366500,360.0,1,1,1,418000.0,1,1,0,0,10740.0,2,549,1,2,0,75.13586957,2,1,1,39.0
62109,2019,0,1,0,0,3,0,0,1,306500,240.0,1,1,1,658000.0,1,1,0,0,9720.0,0,696,1,3,1,46.58054711,0,1,0,24.0
62110,2019,0,3,0,0,3,0,0,1,226500,360.0,1,1,1,348000.0,1,1,0,0,9420.0,3,830,0,1,1,65.0862069,3,1,0,15.0
62111,2019,0,2,0,2,3,0,0,1,406500,360.0,1,1,1,418000.0,1,1,0,0,0.0,2,769,1,2,1,75.13586957,0,1,1,39.0
62112,2019,0,2,0,0,0,0,0,1,496500,360.0,1,1,0,418000.0,1,1,0,0,12660.0,2,555,1,1,1,75.13586957,0,1,1,39.0
62113,2019,0,3,0,0,2,0,0,1,706500,360.0,1,1,0,418000.0,1,1,0,0,9360.0,2,651,1,4,0,75.13586957,3,1,1,39.0
62114,2019,0,1,0,0,0,0,0,1,726500,360.0,1,1,1,948000.0,1,1,0,0,11700.0,0,864,1,0,0,76.6350211,0,1,0,36.0
62115,2019,0,3,0,0,0,0,0,1,216500,360.0,1,1,0,218000.0,1,1,0,0,2940.0,0,874,0,0,1,99.31192661,3,1,0,43.0
62116,2019,0,0,0,0,3,0,0,1,136500,360.0,1,1,1,198000.0,1,1,0,0,4920.0,0,538,0,1,1,68.93939394,3,1,0,29.0
62117,2019,0,1,0,0,2,0,0,1,426500,360.0,1,0,1,528000.0,1,1,0,0,10500.0,0,586,1,1,1,80.77651515,0,1,0,32.0
62118,2019,0,0,0,0,2,0,0,1,136500,360.0,1,1,1,278000.0,1,1,0,0,3060.0,0,677,0,2,1,49.10071942,0,1,0,31.0
62119,2019,0,1,0,0,3,0,0,1,566500,360.0,1,1,1,728000.0,1,1,0,0,9300.0,1,710,1,0,0,77.81593407,3,1,0,36.0
62120,2019,0,2,0,0,3,0,0,1,396500,240.0,1,1,1,1358000.0,1,1,0,0,11160.0,1,508,0,2,1,29.19734904,3,1,0,25.0
62121,2019,0,2,1,0,3,0,0,1,296500,360.0,1,1,1,458000.0,1,1,0,0,4800.0,1,641,0,3,0,64.73799127,0,1,0,47.0
62122,2019,0,1,0,2,0,0,0,1,506500,360.0,1,1,1,418000.0,1,1,0,0,8880.0,2,533,1,0,0,75.13586957,1,1,1,39.0
62123,2019,0,0,0,0,3,0,0,1,216500,360.0,1,1,1,368000.0,1,1,0,0,3300.0,0,559,0,1,0,58.83152174,0,1,0,31.0
62124,2019,0,0,0,1,0,0,0,0,306500,360.0,1,1,1,318000.0,1,1,0,0,4080.0,0,782,0,2,0,96.3836478,0,1,0,47.0
62125,2019,0,0,1,2,0,0,0,1,316500,360.0,1,1,1,318000.0,1,1,0,0,4260.0,3,510,0,0,1,99.52830189,0,1,0,37.0
62126,2019,0,2,0,0,0,0,0,1,276500,360.0,1,1,1,368000.0,1,1,0,0,2820.0,0,523,0,0,0,75.13586957,3,1,0,48.0
62127,2019,0,1,0,0,2,0,0,1,406500,360.0,1,1,1,528000.0,1,1,0,0,5820.0,3,852,1,1,0,76.98863636,2,1,0,36.0
62128,2019,0,1,0,0,0,0,0,1,266500,360.0,1,1,1,278000.0,1,1,0,0,5400.0,3,660,1,0,0,95.86330935,0,1,0,43.0
62129,2019,0,2,0,0,3,0,0,1,356500,360.0,1,1,1,478000.0,1,1,0,0,7440.0,1,808,0,3,0,74.58158996,0,1,0,45.0
62130,2019,0,1,1,2,0,0,0,1,386500,360.0,1,1,1,408000.0,1,1,0,3,4140.0,1,724,1,4,1,94.73039216,0,1,0,51.0
62131,2019,0,1,0,0,3,0,0,1,316500,360.0,1,1,1,1408000.0,1,0,0,0,9480.0,0,778,1,3,0,22.47869318,3,1,0,32.0
62132,2019,0,2,0,0,0,0,0,1,476500,360.0,1,1,1,508000.0,1,1,0,0,6060.0,0,504,0,0,0,93.7992126,3,1,0,44.0
62133,2019,0,3,1,0,2,0,0,1,256500,360.0,1,1,1,348000.0,1,1,0,0,4920.0,1,726,0,1,1,73.70689655,3,1,0,23.0
62134,2019,0,1,0,0,1,0,0,1,186500,180.0,1,1,1,1408000.0,1,1,0,0,12480.0,0,559,1,6,1,13.24573864,3,1,0,23.0
62135,2019,0,1,1,0,3,0,0,1,516500,360.0,1,1,1,418000.0,1,1,0,0,6960.0,2,855,1,0,0,75.13586957,0,1,1,39.0
62136,2019,0,1,1,1,0,0,0,0,546500,360.0,1,0,1,598000.0,1,1,0,0,10320.0,0,841,1,2,1,91.38795987,2,1,0,41.0
62137,2019,0,3,0,0,3,0,0,1,126500,360.0,1,1,1,418000.0,1,1,0,0,4260.0,2,812,1,4,1,75.13586957,3,1,1,39.0
62138,2019,0,3,0,0,2,0,0,1,486500,180.0,1,1,1,778000.0,1,1,0,0,22380.0,3,891,0,1,1,62.53213368,3,1,0,14.0
62139,2019,0,2,0,0,3,0,0,1,406500,240.0,1,1,1,688000.0,1,1,0,0,13740.0,1,866,0,3,0,59.08430233,3,1,0,12.0
