id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,security_type,status,dtir1,ltv_band,income_loan_ratio,credit_risk_score,property_loan_gap,high_risk_flag
68774,2019,0,3,0,0,2,0,0,1,126500,360.0,1,1,1,248000.0,1,0,0,0,21120.0,3,513,1,2,1,51.00806452,3,1,0,9.0,0,5.989299749064911,33.87,121500.0,1
68775,2019,0,0,0,0,1,0,0,1,76500,360.0,1,1,1,128000.0,1,0,0,0,720.0,3,623,0,2,1,59.765625,0,1,1,47.0,0,106.10263522884883,0.0,51500.0,1
68776,2019,0,1,0,0,2,0,0,1,476500,360.0,1,1,1,708000.0,1,1,0,0,9420.0,0,876,1,1,0,67.30225989,0,1,0,30.0,1,50.57849485192655,0.0,231500.0,1
68777,2019,0,3,0,1,2,0,0,0,256500,360.0,1,1,1,318000.0,1,1,0,0,3780.0,1,758,1,1,1,80.66037736,3,1,1,52.0,2,67.8391959798995,0.0,61500.0,1
68778,2019,0,0,0,0,0,0,0,1,476500,360.0,1,1,1,498000.0,1,1,0,0,5880.0,1,500,0,0,0,95.68273092,0,1,0,33.0,3,81.02363543615031,0.0,21500.0,1
68779,2019,1,2,0,0,2,0,0,1,766500,360.0,1,1,1,1558000.0,1,1,0,0,9000.0,3,814,0,4,1,49.19768935,0,1,1,60.0,0,85.15720475502722,0.0,791500.0,1
68780,2019,0,3,0,0,0,0,0,1,466500,360.0,1,1,1,528000.0,1,1,0,0,11940.0,1,754,1,1,1,88.35227273,3,1,0,45.0,2,39.06707980906122,0.0,61500.0,1
68781,2019,0,0,0,0,3,0,0,1,586500,360.0,1,1,1,678000.0,1,1,0,0,9300.0,3,816,0,1,0,86.50442478,0,1,0,45.0,2,63.05773572734115,0.0,91500.0,1
68782,2019,1,2,0,0,2,0,0,1,846500,360.0,1,1,1,1218000.0,1,1,0,0,36840.0,0,698,0,2,1,69.49917898,0,1,0,22.0,1,22.97711788496512,7.71,371500.0,1
68783,2019,0,3,0,2,3,0,0,1,266500,360.0,1,1,1,268000.0,1,1,0,0,5760.0,1,513,0,3,1,99.44029851,3,1,0,39.0,3,46.259329977434476,0.0,1500.0,1
68784,2019,0,3,0,1,2,0,0,0,206500,360.0,1,1,1,258000.0,1,1,0,0,7680.0,0,799,0,1,1,80.03875969,3,1,0,52.0,2,26.8845202447598,0.0,51500.0,1
68785,2019,0,2,0,0,0,0,0,1,396500,360.0,1,0,1,498000.0,1,1,0,0,6960.0,1,619,0,1,0,79.6184739,3,1,0,22.0,2,56.96020686682948,0.0,101500.0,1
68786,2019,0,1,0,0,3,0,0,1,476500,360.0,1,1,1,508000.0,1,1,0,0,6900.0,3,823,1,1,0,93.7992126,0,1,0,44.0,3,69.04796406317925,0.0,31500.0,1
68787,2019,0,0,1,0,2,0,0,1,246500,360.0,1,1,1,368000.0,1,1,0,0,4200.0,1,623,0,3,1,66.98369565,0,1,0,34.0,1,58.676505593906214,0.0,121500.0,1
68788,2019,1,3,0,0,3,0,0,1,386500,360.0,1,1,1,518000.0,1,1,0,0,12600.0,1,726,0,3,1,74.61389961,3,1,0,12.0,1,30.672168875486072,0.0,131500.0,1
68789,2019,0,1,0,0,2,0,0,1,456500,360.0,1,1,1,868000.0,1,1,0,0,7020.0,0,664,1,3,1,52.5921659,0,1,0,39.0,0,65.01922803019512,0.0,411500.0,1
68790,2019,0,0,0,1,2,0,0,0,276500,360.0,1,1,1,418000.0,1,1,0,0,3720.0,1,864,0,2,1,66.14832536,3,1,0,49.0,1,74.30798172534266,0.0,141500.0,1
68791,2019,0,0,0,0,3,0,0,1,376500,360.0,1,1,1,648000.0,1,1,0,0,5700.0,0,884,1,1,0,58.10185185,0,1,0,38.0,0,66.04104543062621,0.0,271500.0,1
68792,2019,0,3,0,2,3,0,0,1,306500,360.0,1,1,1,348000.0,1,1,0,0,5460.0,3,620,1,2,1,88.07471264,3,1,1,55.0,2,56.12525178538729,0.0,41500.0,1
68793,2019,0,3,0,1,2,0,0,0,206500,360.0,1,1,1,308000.0,1,1,0,0,4140.0,3,851,0,3,1,67.04545455,3,1,1,29.0,1,49.86718184013523,0.0,101500.0,1
68794,2019,0,1,0,0,0,0,0,1,546500,360.0,1,1,1,608000.0,1,1,0,0,5400.0,1,780,1,0,0,89.88486842,0,1,0,43.0,2,101.18496574708388,0.0,61500.0,1
68795,2019,0,1,0,0,0,0,0,1,486500,360.0,1,1,1,878000.0,1,1,0,0,14580.0,3,872,1,2,1,55.41002278,3,1,0,44.0,0,33.36533845415266,1.78,391500.0,1
68796,2019,1,1,0,0,2,0,0,1,306500,180.0,1,1,1,408000.0,1,1,0,0,8760.0,1,842,1,2,1,75.12254902,0,1,0,40.0,2,34.98459080013697,0.0,101500.0,1
68797,2019,0,2,1,1,2,0,0,0,186500,360.0,1,1,1,268000.0,1,1,0,0,3000.0,0,869,0,3,1,69.58955224,0,1,1,41.0,1,62.14595134955015,0.0,81500.0,1
68798,2019,0,3,0,0,3,0,0,1,526500,360.0,1,1,1,678000.0,1,1,0,0,7380.0,0,807,0,2,1,77.65486726,3,1,0,39.0,2,71.33179785936865,0.0,151500.0,1
68799,2019,0,1,0,0,3,0,0,1,406500,360.0,1,1,1,678000.0,1,1,0,0,6600.0,3,635,1,1,0,59.95575221,2,1,0,34.0,0,61.58157854870474,0.0,271500.0,1
68800,2019,1,3,0,0,0,0,0,1,606500,180.0,1,1,1,988000.0,1,2,0,0,20220.0,0,594,0,4,1,61.38663968,3,1,0,33.0,1,29.99357104000791,0.0,381500.0,1
68801,2019,0,1,0,0,3,1,0,1,346500,300.0,0,0,1,418000.0,1,1,0,0,12780.0,2,677,1,1,0,75.13586957,0,1,1,39.0,2,27.110554729676863,0.0,71500.0,1
68802,2019,0,1,0,2,2,0,0,1,316500,360.0,1,1,1,408000.0,1,1,0,0,6480.0,1,887,1,4,1,77.57352941,0,1,0,25.0,2,48.83505631846937,0.0,91500.0,1
68803,2019,1,1,0,2,3,0,0,1,896500,360.0,1,1,1,1638000.0,1,1,0,0,5760.0,0,797,1,2,0,54.73137973,3,1,0,39.0,0,155.61534455823642,0.0,741500.0,1
68804,2019,0,1,0,0,0,0,0,1,236500,360.0,1,1,1,288000.0,1,1,0,0,6300.0,1,796,1,0,1,82.11805556,0,1,0,46.0,2,37.53372480558642,0.0,51500.0,1
68805,2019,0,1,0,0,0,0,0,1,306500,360.0,1,1,1,328000.0,1,1,0,0,7800.0,0,597,1,2,0,93.44512195,0,1,0,47.0,3,39.289834636585056,0.0,21500.0,1
68806,2019,0,0,1,0,0,0,0,1,216500,360.0,1,1,1,418000.0,1,1,0,0,4140.0,2,677,1,2,1,75.13586957,0,1,1,39.0,2,52.28205747404009,0.0,201500.0,1
68807,2019,0,1,0,0,2,1,0,1,286500,360.0,1,1,1,368000.0,1,1,0,0,8820.0,3,625,1,1,0,77.85326087,0,1,0,20.0,2,32.47931073574425,0.0,81500.0,1
68808,2019,0,2,0,1,2,0,0,0,126500,360.0,1,1,1,168000.0,1,1,0,0,1620.0,3,751,0,1,1,75.29761905,3,1,0,54.0,2,78.03824799506478,0.0,41500.0,1
68809,2019,0,3,0,0,2,0,0,1,266500,360.0,1,1,1,378000.0,1,0,0,0,9060.0,3,582,1,6,1,70.5026455,3,1,0,46.0,1,29.41176470588235,0.0,111500.0,1
68810,2019,0,0,1,1,2,0,0,0,96500,180.0,1,1,1,258000.0,1,1,0,0,4140.0,1,551,0,1,1,37.40310078,0,1,0,57.0,0,23.30354986718184,0.0,161500.0,1
68811,2019,0,1,0,0,2,0,0,1,396500,360.0,1,1,1,538000.0,1,0,0,0,11280.0,3,889,1,3,0,73.69888476,3,1,1,52.0,1,35.14759329846645,0.0,141500.0,1
68812,2019,0,0,0,0,2,0,0,1,206500,360.0,0,1,1,438000.0,1,0,0,0,1620.0,0,649,0,3,0,47.14611872,0,1,0,45.0,0,127.39049969154843,0.0,231500.0,1
68813,2019,0,0,0,0,0,0,0,1,176500,360.0,1,1,1,188000.0,1,1,0,0,2880.0,0,815,0,0,1,93.88297872,0,1,0,49.0,3,61.263450190905935,0.0,11500.0,1
68814,2019,0,3,0,0,2,0,0,1,466500,360.0,1,1,1,588000.0,1,1,0,0,12660.0,0,521,1,2,1,79.33673469,3,1,0,27.0,2,36.84543085064371,0.0,121500.0,1
68815,2019,0,3,0,2,0,0,0,1,556500,360.0,1,1,1,548000.0,1,1,0,0,5700.0,1,884,1,0,1,101.5510949,3,1,0,42.0,4,97.61445360463077,0.0,-8500.0,1
68816,2019,0,3,0,0,2,0,0,1,316500,360.0,0,1,1,418000.0,1,1,0,0,4080.0,1,543,1,1,1,75.71770335,3,1,1,49.0,2,77.55452095074736,0.0,101500.0,1
68817,2019,0,1,0,0,2,0,0,1,126500,360.0,1,1,1,248000.0,1,0,0,0,21180.0,3,676,1,2,1,51.00806452,0,1,0,12.0,0,5.972333695292951,47.37,121500.0,1
68818,2019,0,3,0,0,3,0,0,1,226500,360.0,1,1,1,268000.0,1,1,0,0,4020.0,0,777,0,2,1,84.51492537,3,1,0,30.0,2,56.32927132554091,0.0,41500.0,1
68819,2019,0,3,0,0,0,0,0,1,186500,360.0,1,1,0,238000.0,1,1,0,0,1980.0,3,502,1,4,1,78.36134454,3,1,1,36.0,2,94.14437152953055,0.0,51500.0,1
68820,2019,0,0,0,0,2,0,0,1,396500,360.0,1,1,1,608000.0,1,1,0,0,4260.0,1,546,0,1,0,65.21381579,0,1,0,39.0,1,93.05327387937103,0.0,211500.0,1
68821,2019,0,3,0,0,2,0,0,1,266500,180.0,1,1,1,368000.0,1,1,0,0,6000.0,3,689,1,1,1,72.41847826,3,1,0,42.0,1,44.40926512247959,0.0,101500.0,1
68822,2019,0,3,0,1,0,0,0,0,246500,360.0,1,1,1,258000.0,1,1,0,0,6060.0,0,618,1,1,1,95.54263566,3,1,0,58.0,3,40.66985645933014,0.0,11500.0,1
68823,2019,0,3,1,0,2,1,1,1,156500,360.0,1,0,1,898000.0,1,1,0,0,10500.0,1,591,0,2,1,17.42761693,3,1,0,43.0,0,14.903342538805829,26.04,741500.0,1
68824,2019,0,2,0,0,0,0,0,1,186500,360.0,1,1,1,228000.0,1,1,0,0,5160.0,0,771,0,1,1,81.79824561,0,1,0,44.0,2,36.136407672931604,0.0,41500.0,1
68825,2019,0,3,0,2,0,0,0,1,76500,360.0,1,1,1,78000.0,1,1,0,0,1620.0,0,624,0,2,1,98.07692308,3,1,0,41.0,3,47.193090684762495,0.0,1500.0,1
68826,2019,0,0,1,0,3,0,0,1,136500,180.0,1,1,1,178000.0,1,1,0,0,3900.0,0,624,0,3,1,76.68539326,0,1,0,46.0,2,34.99102794155345,0.0,41500.0,1
68827,2019,0,1,0,0,2,0,0,1,166500,360.0,1,1,1,178000.0,1,1,0,0,5160.0,0,536,1,6,1,93.53932584,0,1,1,27.0,3,32.26118969192017,0.0,11500.0,1
68828,2019,1,2,1,2,3,0,0,1,146500,360.0,1,1,1,418000.0,1,1,0,0,2220.0,2,669,1,3,1,75.13586957,0,1,1,39.0,2,65.96127870328681,0.0,271500.0,1
68829,2019,0,1,0,0,0,0,0,1,476500,360.0,0,1,1,418000.0,1,1,0,0,5880.0,2,535,1,0,0,75.13586957,0,1,1,39.0,2,81.02363543615031,0.0,-58500.0,1
68830,2019,0,3,0,0,3,0,0,1,96500,180.0,1,1,1,128000.0,1,1,0,0,5040.0,3,880,0,0,1,75.390625,3,1,0,21.0,2,19.143027177147392,29.52,31500.0,1
68831,2019,0,0,1,0,3,0,0,1,546500,360.0,1,1,1,988000.0,1,1,0,0,6120.0,0,785,0,0,0,55.31376518,3,1,0,48.0,0,89.28279692860643,0.0,441500.0,1
68832,2019,0,0,0,0,2,0,0,1,656500,360.0,1,1,0,418000.0,1,1,0,0,12000.0,2,753,1,1,1,75.13586957,0,1,1,39.0,2,54.70377468544288,0.0,-238500.0,1
68833,2019,0,2,0,0,0,0,0,1,676500,360.0,1,1,1,718000.0,1,1,0,0,12000.0,3,794,0,2,0,94.22005571,0,1,0,41.0,3,56.37030247479377,0.0,41500.0,1
68834,2019,0,1,0,1,3,0,0,0,506500,360.0,1,1,1,538000.0,1,1,0,0,5760.0,3,843,1,2,0,94.14498141,2,1,0,39.0,3,87.91876410345427,0.0,31500.0,1
68835,2019,0,3,0,2,3,0,0,1,376500,360.0,1,1,1,468000.0,1,1,0,0,5760.0,1,794,1,3,1,80.44871795,3,1,0,39.0,2,65.35323728519354,0.0,91500.0,1
68836,2019,0,3,1,0,3,0,0,1,116500,180.0,1,1,1,168000.0,1,2,0,0,3240.0,0,855,1,4,1,69.3452381,3,1,0,37.0,1,35.945695772909595,0.0,51500.0,1
68837,2019,0,1,0,0,2,0,0,1,466500,360.0,1,1,1,578000.0,1,1,0,0,21600.0,0,871,1,2,0,80.70934256,3,1,0,41.0,2,21.596222397111244,18.24,111500.0,1
68838,2019,0,1,0,0,0,0,0,1,426500,360.0,1,1,1,478000.0,1,1,0,0,4620.0,0,664,1,4,0,89.22594142,3,1,0,42.0,2,92.29603981822116,0.0,51500.0,1
68839,2019,0,1,0,0,0,0,0,1,156500,360.0,1,1,1,318000.0,1,1,0,0,6780.0,3,882,1,6,1,49.21383648,0,1,0,42.0,0,23.07919185960773,25.47,161500.0,1
68840,2019,0,0,0,1,1,0,0,0,36500,360.0,1,1,1,258000.0,1,1,0,0,1380.0,0,569,0,3,1,14.14728682,2,1,0,36.0,0,26.430123099203477,3.48,221500.0,1
68841,2019,0,1,0,1,3,0,0,0,236500,360.0,1,1,1,278000.0,1,1,0,0,5760.0,1,801,1,0,1,85.07194245,0,1,0,39.0,2,41.051900711682,0.0,41500.0,1
68842,2019,1,2,0,0,0,0,0,1,546500,360.0,0,1,1,418000.0,1,1,0,0,10080.0,2,532,1,1,1,75.13586957,0,1,1,39.0,2,54.210891776609465,0.0,-128500.0,1
68843,2019,0,0,0,0,2,0,0,1,236500,360.0,1,1,1,458000.0,1,1,0,0,4440.0,3,781,0,2,1,51.63755459,0,1,0,34.0,0,53.253771673046614,0.0,221500.0,1
68844,2019,0,3,0,0,2,0,0,1,176500,360.0,1,1,1,268000.0,1,1,0,0,2760.0,0,839,0,6,1,65.85820896,3,1,0,44.0,1,63.926113726910536,0.0,91500.0,1
68845,2019,0,1,0,0,2,0,0,1,296500,360.0,1,1,1,428000.0,1,1,0,0,3180.0,1,507,1,3,1,69.27570093,1,1,1,52.0,1,93.20968248978309,0.0,131500.0,1
68846,2019,0,3,0,0,3,0,0,1,216500,360.0,1,1,1,248000.0,1,1,0,0,7440.0,1,868,1,6,1,87.2983871,3,1,1,23.0,2,29.09555167316221,4.6,31500.0,1
68847,2019,0,3,0,0,0,0,0,1,436500,360.0,1,0,1,878000.0,1,1,0,0,7500.0,1,847,0,3,1,49.71526196,3,1,0,60.0,0,58.19224103452873,0.0,441500.0,1
68848,2019,0,2,0,0,0,0,0,1,146500,360.0,1,1,1,178000.0,1,1,0,0,4440.0,3,582,0,1,1,82.30337079,0,1,0,39.0,2,32.98806575095699,0.0,31500.0,1
68849,2019,0,0,0,0,0,0,0,1,156500,360.0,1,1,1,168000.0,1,1,0,0,5280.0,1,555,1,3,0,93.1547619,0,1,1,42.0,3,29.634538913084643,0.0,11500.0,1
68850,2019,0,1,0,0,3,0,0,1,386500,360.0,1,1,1,418000.0,1,1,0,0,7140.0,3,534,1,3,0,92.46411483,0,1,0,37.0,3,54.12407225878729,0.0,31500.0,1
68851,2019,0,3,0,0,3,0,0,1,356500,360.0,1,1,1,418000.0,1,0,0,0,9540.0,2,847,1,4,1,75.13586957,3,1,1,39.0,2,37.36505607378682,0.0,61500.0,1
68852,2019,0,2,0,0,0,0,0,1,296500,360.0,1,1,0,408000.0,1,1,0,0,12000.0,0,676,1,0,0,72.67156863,0,1,0,16.0,1,24.706274477126907,2.6,111500.0,1
68853,2019,0,2,0,0,0,0,0,1,176500,360.0,0,1,1,188000.0,1,1,0,0,4500.0,1,825,0,2,1,93.88297872,0,1,0,44.0,3,39.21350810930904,0.0,11500.0,1
68854,2019,0,2,1,0,2,0,0,1,436500,360.0,1,1,1,418000.0,1,1,0,0,6180.0,2,847,1,4,1,75.13586957,1,1,1,39.0,2,70.61964083481637,0.0,-18500.0,1
68855,2019,0,1,0,1,2,0,0,0,386500,360.0,1,1,0,418000.0,1,1,0,0,4500.0,2,637,1,4,0,75.13586957,3,1,1,39.0,2,85.86980670962008,0.0,31500.0,1
68856,2019,0,1,0,0,3,0,0,1,216500,180.0,1,1,1,528000.0,1,1,0,0,6000.0,0,609,1,1,1,41.00378788,0,1,0,26.0,0,36.07732044659223,0.0,311500.0,1
68857,2019,0,2,0,0,3,0,0,1,356500,360.0,1,1,1,418000.0,1,1,0,0,6300.0,2,505,1,2,1,75.13586957,3,1,1,39.0,2,56.578320901444215,0.0,61500.0,1
68858,2019,0,1,0,0,2,0,0,1,416500,360.0,1,1,1,588000.0,1,1,0,0,5340.0,3,615,1,3,1,70.83333333,3,1,0,46.0,1,77.98165137614679,0.0,171500.0,1
68859,2019,0,2,0,0,3,0,0,1,396500,360.0,1,1,0,468000.0,1,1,0,0,5580.0,0,849,0,2,1,84.72222222,0,1,1,37.0,2,71.04461566027594,0.0,71500.0,1
68860,2019,0,1,0,0,0,0,0,1,196500,360.0,1,1,1,418000.0,1,2,0,0,11400.0,2,789,1,3,0,75.13586957,3,1,1,39.0,2,17.235330234189984,21.96,221500.0,1
68861,2019,0,1,0,0,1,0,0,1,86500,180.0,1,1,1,188000.0,1,1,0,0,4740.0,0,868,1,3,1,46.0106383,0,1,0,36.0,0,18.24509597131407,36.09,101500.0,1
68862,2019,0,1,0,0,0,0,0,1,206500,360.0,1,1,1,668000.0,1,1,0,0,35040.0,0,678,1,2,1,30.91317365,0,1,0,34.0,0,5.893096658200394,49.33,461500.0,1
68863,2019,0,3,0,0,2,0,0,1,306500,240.0,1,1,1,448000.0,1,1,0,0,7320.0,3,744,1,3,1,68.41517857,3,1,0,46.0,1,41.8658653189455,0.0,141500.0,1
68864,2019,0,3,0,0,0,0,0,1,176500,360.0,1,1,1,228000.0,1,0,0,0,8220.0,1,683,1,4,1,77.4122807,3,1,0,31.0,2,21.46940761464542,5.26,51500.0,1
68865,2019,0,2,0,0,2,0,0,1,166500,240.0,0,1,1,418000.0,1,1,0,0,4440.0,2,849,1,3,1,75.13586957,0,1,1,39.0,2,37.4915559558658,0.0,251500.0,1
68866,2019,0,1,0,1,2,0,0,0,626500,360.0,1,1,1,758000.0,1,1,0,0,7620.0,3,709,1,2,1,82.65171504,2,1,1,61.0,2,82.20705944101825,0.0,131500.0,1
68867,2019,0,1,0,0,0,1,0,1,956500,360.0,1,1,1,1378000.0,1,0,0,2,14040.0,3,788,1,0,0,69.41219158,3,1,0,45.0,1,68.12192863756142,0.0,421500.0,1
68868,2019,0,1,0,0,3,0,0,1,266500,360.0,0,1,1,418000.0,1,1,0,0,6480.0,2,767,1,2,1,75.13586957,0,1,1,39.0,2,41.12019750038574,0.0,151500.0,1
68869,2019,0,0,1,0,2,0,0,1,386500,360.0,1,1,1,658000.0,1,1,0,0,3900.0,3,744,0,3,1,58.73860182,3,1,0,46.0,0,99.07715970264034,0.0,271500.0,1
68870,2019,0,3,0,0,3,0,0,1,146500,360.0,1,1,1,148000.0,1,1,0,0,2040.0,0,799,0,3,1,98.98648649,3,1,1,45.0,3,71.77853993140617,0.0,1500.0,1
68871,2019,0,3,0,0,3,0,0,1,486500,312.0,1,1,1,588000.0,1,1,0,0,13200.0,0,789,1,1,1,82.73809524,3,1,0,22.0,2,36.85326869176578,0.0,101500.0,1
68872,2019,0,3,0,0,3,0,0,1,366500,156.0,1,1,1,558000.0,1,1,0,0,7800.0,3,768,1,1,1,65.68100358,3,1,0,45.0,1,46.98115626201769,0.0,191500.0,1
68873,2019,0,3,0,0,0,0,0,1,236500,360.0,1,1,1,258000.0,1,1,0,0,3900.0,3,511,0,2,1,91.66666667,3,1,0,41.0,3,60.625480645988205,0.0,21500.0,1
68874,2019,0,1,0,2,2,0,0,1,356500,360.0,1,1,1,508000.0,1,1,0,0,4800.0,1,789,1,2,0,70.17716535,0,1,0,38.0,1,74.2553634659446,0.0,151500.0,1
68875,2019,0,3,0,0,2,0,0,1,166500,360.0,1,1,1,1958000.0,1,1,0,0,4440.0,1,858,0,2,1,8.503575077,3,1,1,21.0,0,37.4915559558658,10.99,1791500.0,1
68876,2019,0,3,0,0,3,0,0,1,306500,360.0,1,1,1,468000.0,1,1,0,0,4020.0,1,739,0,2,1,65.49145299,3,1,0,38.0,1,76.22481969659289,0.0,161500.0,1
68877,2019,0,2,0,0,3,0,0,1,236500,360.0,0,0,1,608000.0,1,1,0,0,5760.0,1,579,0,1,0,38.89802632,0,1,0,46.0,0,41.051900711682,0.0,371500.0,1
68878,2019,1,3,0,0,3,0,0,1,906500,180.0,1,1,0,1578000.0,1,1,0,0,33780.0,3,775,0,2,1,57.44613435,3,1,1,8.0,0,26.83461117196057,13.06,671500.0,1
68879,2019,0,2,0,0,3,0,0,1,186500,360.0,1,1,1,418000.0,1,1,0,0,7200.0,2,575,1,2,1,75.13586957,0,1,1,39.0,2,25.89918066935148,0.0,231500.0,1
68880,2019,0,3,0,2,3,0,0,1,106500,360.0,0,1,1,118000.0,1,1,0,0,5760.0,3,722,0,3,1,90.25423729,3,1,1,39.0,3,18.48637389342128,9.14,11500.0,1
68881,2019,0,2,0,0,2,0,0,1,86500,360.0,0,1,1,418000.0,1,1,0,0,2700.0,2,868,1,3,1,75.13586957,2,1,1,39.0,2,32.0251758607923,0.0,331500.0,1
68882,2019,0,2,0,0,3,0,0,1,626500,360.0,1,1,1,678000.0,1,1,0,0,20940.0,0,780,0,2,1,92.40412979,0,1,0,48.0,3,29.917386944272003,0.0,51500.0,1
68883,2019,0,2,0,0,0,0,0,1,176500,360.0,1,1,1,208000.0,1,1,0,0,2640.0,0,537,0,3,1,84.85576923,0,1,1,46.0,2,66.83074592957213,0.0,31500.0,1
68884,2019,0,2,0,0,0,0,0,1,386500,360.0,1,0,1,398000.0,1,1,0,0,4980.0,1,871,0,0,0,97.11055276,0,1,0,47.0,3,77.59486046978519,0.0,11500.0,1
68885,2019,0,1,1,0,2,0,0,1,176500,360.0,1,1,1,348000.0,1,1,0,0,5880.0,3,823,1,4,1,50.7183908,0,1,0,26.0,0,30.011902737629654,9.26,171500.0,1
68886,2019,0,2,0,0,0,0,0,1,486500,360.0,1,1,1,608000.0,1,1,0,0,7500.0,0,514,0,0,0,80.01644737,3,1,0,20.0,2,64.85801893080922,0.0,121500.0,1
68887,2019,0,0,0,1,0,0,0,0,266500,360.0,1,0,1,418000.0,1,1,0,0,4500.0,2,619,1,0,0,75.13586957,0,1,1,39.0,2,59.20906465229949,0.0,151500.0,1
68888,2019,0,1,0,2,2,0,0,1,256500,360.0,1,1,1,348000.0,1,1,0,0,4800.0,0,863,1,4,1,73.70689655,0,1,0,55.0,1,53.42636950635284,0.0,91500.0,1
68889,2019,0,2,0,2,3,0,0,1,506500,360.0,1,1,1,528000.0,1,1,0,0,5760.0,3,807,0,0,0,95.9280303,3,1,1,39.0,3,87.91876410345427,0.0,21500.0,1
68890,2019,0,0,1,0,0,0,0,1,196500,360.0,1,1,1,418000.0,1,0,0,0,4860.0,2,794,1,3,1,75.13586957,0,1,1,39.0,2,40.42378111499691,0.0,221500.0,1
68891,2019,0,3,0,0,2,0,0,1,256500,360.0,1,1,1,778000.0,1,1,0,0,3960.0,0,627,1,4,1,32.96915167,3,1,0,30.0,0,64.75637465286543,0.0,521500.0,1
68892,2019,0,3,0,0,3,0,0,1,586500,360.0,0,1,1,868000.0,1,0,0,0,6060.0,0,502,0,1,0,67.56912442,3,1,1,44.0,1,96.76621019633724,0.0,281500.0,1
68893,2019,0,0,0,0,2,0,0,1,256500,360.0,1,1,1,908000.0,1,1,0,0,3060.0,3,699,0,6,1,28.24889868,0,1,0,44.0,0,83.79614505063705,0.0,651500.0,1
68894,2019,0,2,0,2,0,0,0,1,516500,360.0,1,1,1,508000.0,1,1,0,0,9780.0,3,565,0,2,1,101.6732283,0,1,0,30.0,4,52.80646150700338,0.0,-8500.0,1
68895,2019,0,1,0,0,2,1,0,1,136500,360.0,1,1,1,258000.0,1,1,0,0,4200.0,0,763,1,6,1,52.90697674,0,1,0,36.0,0,32.49226374672697,0.0,121500.0,1
68896,2019,0,2,0,0,3,0,0,1,346500,360.0,1,0,1,578000.0,1,1,0,0,5820.0,0,827,0,3,0,59.94809689,0,1,0,20.0,0,59.525854664147055,0.0,231500.0,1
68897,2019,0,0,1,0,2,0,0,1,196500,360.0,1,1,1,228000.0,1,1,0,0,2700.0,1,871,0,3,1,86.18421053,0,1,0,42.0,2,72.75083302480563,0.0,31500.0,1
68898,2019,0,0,0,0,2,0,0,1,296500,360.0,1,1,1,428000.0,1,1,0,0,4560.0,3,623,0,3,0,69.27570093,0,1,0,37.0,1,65.00767375575532,0.0,131500.0,1
68899,2019,0,1,0,0,3,0,0,1,726500,360.0,1,1,1,968000.0,1,1,0,0,7740.0,3,598,1,2,0,75.05165289,3,1,0,42.0,2,93.85092365327478,0.0,241500.0,1
68900,2019,0,2,0,0,3,0,0,1,406500,360.0,0,1,1,508000.0,1,1,0,0,7860.0,0,831,0,1,0,80.01968504,0,1,0,32.0,2,51.71097824704236,0.0,101500.0,1
68901,2019,0,1,0,0,0,0,0,1,356500,360.0,1,1,1,368000.0,1,1,0,0,6660.0,1,544,1,1,1,96.875,0,1,0,31.0,3,53.520492418555776,0.0,11500.0,1
68902,2019,0,3,1,0,2,0,0,1,156500,180.0,1,1,1,278000.0,1,1,0,0,4380.0,3,889,0,4,1,56.29496403,3,1,0,32.0,0,35.72243779958914,0.66,121500.0,1
68903,2019,0,3,1,1,0,0,0,0,86500,360.0,1,1,1,98000.0,1,1,0,0,2640.0,1,668,0,3,1,88.26530612,3,1,0,37.0,2,32.75274517228323,0.0,11500.0,1
68904,2019,0,3,0,0,2,0,0,1,506500,360.0,1,1,1,858000.0,1,1,0,0,6120.0,1,858,1,3,1,59.03263403,3,1,1,10.0,0,82.747917007025,0.0,351500.0,1
68905,2019,0,1,0,0,2,0,0,1,156500,360.0,0,1,1,288000.0,1,1,0,0,3120.0,1,832,1,3,1,54.34027778,0,1,0,37.0,0,50.14418455623198,0.0,131500.0,1
68906,2019,0,3,1,1,2,0,0,0,276500,360.0,1,1,1,328000.0,1,1,0,0,2940.0,3,722,1,3,1,84.29878049,3,1,1,47.0,2,94.0156409384563,0.0,51500.0,1
68907,2019,0,3,0,0,2,0,0,1,386500,360.0,1,1,1,488000.0,1,1,0,0,4380.0,1,861,0,3,1,79.20081967,3,1,0,44.0,2,88.2218671536179,0.0,101500.0,1
68908,2019,0,3,0,1,2,0,0,0,176500,360.0,1,1,1,208000.0,1,1,0,0,3480.0,1,884,0,0,1,84.85576923,3,1,0,52.0,2,50.70382074116633,0.0,31500.0,1
68909,2019,0,0,0,0,2,0,0,1,256500,360.0,0,1,1,408000.0,1,1,0,0,8700.0,0,512,0,1,0,62.86764706,3,1,0,36.0,1,29.47937018733479,0.0,151500.0,1
68910,2019,0,2,0,0,0,0,0,1,236500,324.0,0,1,1,258000.0,1,1,0,0,3960.0,0,679,0,3,1,91.66666667,0,1,0,43.0,3,59.70714466043928,0.0,21500.0,1
