loanId,memberId,date,purpose,isJointApplication,loanAmount,term,interestRate,monthlyPayment,grade,loanStatus
1518540,2339791,7/29/2014,other,0,28224,60 months,23.4,802,D1,Default
1170045,2001835,12/10/2014,debtconsolidation,0,15377,48 months,6.35,364,A1,Current
1520520,2410341,9/16/2015,debtconsolidation,0,19894,48 months,9.84,503,A1,Current
1478984,2267009,4/23/2016,debtconsolidation,0,20233,48 months,8.92,503,A2,Current
1605450,2459628,4/29/2016,debtconsolidation,0,23932,60 months,4.55,447,B3,Current
1895634,2412774,7/21/2014,homeimprovement,1,23974,48 months,15.5,673,B2,Current
1447902,2510477,2/3/2015,debtconsolidation,0,22187,36 months,10.05,716,A3,Current
1347224,2542917,12/6/2014,debtconsolidation,0,21321,48 months,12.21,564,C1,Current
1890626,2418832,8/15/2014,debtconsolidation,0,19725,48 months,8.91,490,B2,Current
1776391,2461214,6/7/2015,debtconsolidation,0,19466,60 months,6.3,379,B1,Current
1290854,2679083,3/13/2015,debtconsolidation,0,17536,36 months,14.6,604,A1,Current
1861921,2437936,10/7/2014,debtconsolidation,0,16061,60 months,12.45,361,B1,Current
1866584,2131845,3/5/2015,other,0,21214,60 months,22.65,594,E1,Default
1027148,2832724,6/4/2015,debtconsolidation,0,12916,48 months,5.41,300,A2,Current
1604455,2155293,1/25/2016,debtconsolidation,1,18332,36 months,8.74,581,A1,Current
1061264,2890412,1/24/2015,debtconsolidation,0,26897,36 months,5.36,810,C2,Current
1373269,2696414,7/28/2014,debtconsolidation,0,23999,60 months,10.13,511,B2,Current
1598370,2343263,9/24/2015,debtconsolidation,0,29136,36 months,13.74,992,A2,Current
1188866,2398614,6/16/2016,business,0,16121,60 months,16.43,396,D3,Current
1649201,2547279,5/5/2015,debtconsolidation,0,21101,60 months,13.33,484,A1,Current
1847926,2289075,10/15/2014,debtconsolidation,0,36460,48 months,5.09,841,B1,Current
1447637,2375256,1/22/2015,debtconsolidation,0,23514,60 months,7.92,476,B3,Current
1131627,2156367,5/17/2014,debtconsolidation,0,18689,60 months,12.43,420,A3,Current
1300850,2864363,7/10/2014,debtconsolidation,0,16261,60 months,7.99,330,A1,Current
1073427,2188111,6/8/2015,debtconsolidation,0,14723,36 months,10.58,479,B2,Current
1362844,2316016,12/2/2015,debtconsolidation,0,10259,48 months,6.47,243,A3,Current
1763708,2477946,7/30/2014,auto,0,16133,36 months,14.13,552,C1,Current
1809186,2622326,5/16/2015,debtconsolidation,1,21199,36 months,7.21,657,B3,Current
1852628,2082843,1/31/2015,debtconsolidation,0,17995,60 months,20.51,482,E2,Default
1329963,2193915,10/14/2014,debtconsolidation,0,15125,60 months,7.66,304,E3,Current
1328890,2789503,1/29/2015,debtconsolidation,0,29254,36 months,12.55,979,C2,Default
1466045,2332137,4/1/2015,debtconsolidation,0,19792,60 months,15.67,478,E2,Current
1313820,2249958,5/20/2015,debtconsolidation,0,19355,36 months,8.82,614,B1,Current
1446369,2461555,6/23/2014,homeimprovement,0,23303,60 months,4.12,430,B2,Current
1769315,2470822,1/8/2015,debtconsolidation,0,17484,36 months,10.5,568,C3,Current
1022407,2390229,11/16/2015,debtconsolidation,0,22490,36 months,9.8,724,D2,Current
1392221,2513227,9/17/2015,debtconsolidation,1,23999,36 months,10.76,783,B1,Current
1761354,2055935,4/9/2016,debtconsolidation,0,13805,,14.14,322,B3,Current
1001601,2853578,6/22/2016,debtconsolidation,0,22349,48 months,16.03,634,C2,Current
1427782,2833514,1/24/2016,debtconsolidation,0,22196,60 months,8.25,453,C1,Current
1768331,2203270,1/1/2016,debtconsolidation,0,18959,48 months,11.44,494,D3,Default
1026029,2263310,6/17/2015,debtconsolidation,0,18035,36 months,8.89,573,A1,Current
1811891,2825656,6/29/2015,debtconsolidation,0,17805,36 months,5.05,534,B2,Current
1077582,2716531,6/13/2016,business,0,23209,60 months,9.44,487,C3,Current
1542667,2356763,3/26/2016,debtconsolidation,0,30735,60 months,12.72,695,B1,Default
1591117,2265750,6/29/2016,debtconsolidation,0,16202,36 months,11.04,531,B2,Current
1067991,2445794,6/21/2015,debtconsolidation,0,17462,60 months,6.83,344,D1,Current
1234424,2826179,4/3/2016,debtconsolidation,,15678,60 months,7.99,318,A2,Current
1271901,2401315,5/18/2014,debtconsolidation,0,22216,60 months,10.89,482,B3,Current
1337677,2586596,5/9/2015,debtconsolidation,0,26275,48 months,19.38,791,E1,Current
1104614,2564092,12/8/2015,debtconsolidation,0,23050,48 months,13.03,619,C1,Current
1422105,2834232,10/14/2014,debtconsolidation,0,31398,48 months,6.73,748,C2,Current
1379971,2832686,8/1/2014,debtconsolidation,0,,36 months,16.55,688,D1,Current
1157879,2766561,5/31/2016,other,0,18112,60 months,7.5,363,B2,Current
1496903,2621341,9/26/2015,debtconsolidation,0,24512,60 months,16.19,599,C3,Current
1231653,2067260,10/1/2014,debtconsolidation,0,18592,48 months,13.9,507,A2,Current
1658503,2523798,5/12/2015,debtconsolidation,0,24162,48 months,13.97,660,C3,Current
1430253,2411763,6/2/2014,debtconsolidation,0,23860,48 months,9.5,599,C3,Default
1201376,2862174,6/23/2015,debtconsolidation,0,16558,48 months,14.76,459,D2,Current
1585978,2001036,5/28/2015,debtconsolidation,0,14136,36 months,17.47,507,C2,Current
1631511,2410882,7/9/2014,debtconsolidation,1,23586,60 months,12.73,533,B3,Current
1898057,2183893,12/22/2015,homeimprovement,1,20421,36 months,8.96,649,C3,Current
1761894,2080951,11/13/2014,debtconsolidation,0,25785,48 months,8.99,642,C3,Current
1668972,2421743,7/27/2014,debtconsolidation,0,,48 months,15.96,663,E2,Current
1883215,2119508,2/12/2016,debtconsolidation,,15333,36 months,17.95,554,C1,Default
1305130,2860509,9/9/2015,debtconsolidation,0,15021,60 months,13.64,347,C3,Current
1794089,2196251,2/9/2016,debtconsolidation,1,20019,60 months,15.51,482,A3,Default
1363713,2119550,8/15/2015,debtconsolidation,0,18701,48 months,12.8,500,A3,Current
1811082,2107773,11/23/2014,debtconsolidation,0,20946,60 months,7.63,421,A2,Current
1680374,2601167,7/28/2014,debtconsolidation,0,14491,36 months,8.16,455,A1,Current
1813074,2425771,7/27/2014,debtconsolidation,0,11285,48 months,16.72,324,A2,Current
1201401,2317643,10/3/2014,debtconsolidation,0,24959,60 months,9.04,519,C2,Current
1154161,2707781,5/13/2016,other,0,21094,48 months,12.83,564,A1,Current
1384754,2814170,2/27/2015,debtconsolidation,0,23453,60 months,16.44,576,A3,Current
1807993,2210900,9/24/2015,debtconsolidation,0,26888,60 months,11.43,590,A1,Current
1231000,2486921,5/26/2014,debtconsolidation,0,21362,48 months,9.18,533,A3,Current
1105952,2011051,11/21/2014,debtconsolidation,0,23004,36 months,5.69,697,D1,Current
1409334,2352655,9/27/2014,debtconsolidation,0,13530,36 months,5.97,411,B3,Current
1033426,2867219,11/2/2014,debtconsolidation,0,29884,,4.9,687,E3,Default
1807730,2223439,4/1/2016,debtconsolidation,0,22195,60 months,8.46,455,A3,Current
1176480,2691633,12/5/2015,debtconsolidation,0,18620,36 months,8.87,591,C1,Current
1206149,2428499,5/23/2014,auto,0,9243,36 months,22.95,358,E3,Default
1726334,2899455,5/27/2016,debtconsolidation,0,20201,48 months,16.27,575,A1,Current
1563567,2187647,4/30/2016,debtconsolidation,0,18917,60 months,5.88,365,E1,Default
1891412,2004926,10/16/2014,debtconsolidation,0,19781,36 months,8.01,620,D3,Current
1000925,2134510,12/18/2015,debtconsolidation,0,11355,48 months,9.92,288,A1,Current
1648100,2248990,12/24/2014,debtconsolidation,0,30187,60 months,14.17,705,A3,Current
1513642,2589300,6/27/2016,debtconsolidation,0,19459,36 months,8.16,611,A1,Current
1848554,2799557,10/19/2015,debtconsolidation,0,25475,48 months,5.63,594,B3,Current
1644046,2733399,1/7/2016,debtconsolidation,0,21477,48 months,11.64,562,A1,Current
1582098,2458204,10/2/2015,debtconsolidation,0,26842,60 months,13.58,619,B3,Current
1223257,2244265,2/29/2016,debtconsolidation,0,22734,60 months,8.75,469,A3,Current
1666208,2813365,6/19/2015,debtconsolidation,0,19559,60 months,5.23,371,B1,Current
1305215,2316981,6/26/2016,debtconsolidation,0,16532,60 months,8.17,337,A3,Current
1440269,2123782,1/19/2015,debtconsolidation,0,18921,48 months,11.09,490,A2,Current
1358321,2204149,10/18/2014,debtconsolidation,0,17411,36 months,11.5,574,E2,Current
1846588,2883076,3/21/2016,debtconsolidation,0,16704,36 months,5.65,506,B2,Current
1287542,2168704,8/25/2014,homeimprovement,,19348,48 months,9.94,490,A2,Current
1331186,2116077,5/21/2014,homeimprovement,0,12902,36 months,12.65,433,C2,Current
1536599,2200070,1/6/2016,debtconsolidation,0,22447,60 months,13.34,515,B1,Current
1174358,2451507,9/1/2014,debtconsolidation,0,23412,60 months,8.72,483,C1,Current
1843323,2813629,11/17/2014,debtconsolidation,1,26411,,14.33,726,D3,Current
1825889,2691505,6/29/2016,debtconsolidation,0,21255,36 months,9.07,677,A1,Current
1314148,2072580,1/23/2016,debtconsolidation,0,24167,60 months,14.9,574,E1,Current
1070753,2493540,3/22/2016,debtconsolidation,0,25479,60 months,10.16,543,C3,Current
1813655,2127388,1/13/2016,debtconsolidation,0,18717,36 months,16.21,660,E1,Default
1757241,2245122,5/21/2014,debtconsolidation,0,26081,36 months,6.49,799,A2,Current
1248144,2720885,4/18/2015,debtconsolidation,0,15765,60 months,12.54,355,A1,Current
1767499,2679090,7/15/2014,auto,0,23844,60 months,10.3,510,C2,Current
1025047,2361847,2/18/2016,homeimprovement,0,23197,60 months,10.6,500,A1,Current
1438492,2736960,9/4/2015,debtconsolidation,0,23822,48 months,6.98,570,A1,Current
1491014,2589563,10/29/2015,debtconsolidation,0,22515,60 months,13.76,521,D2,Current
1031820,2784865,9/11/2015,debtconsolidation,0,20868,36 months,12.72,700,C1,Current
1051923,2332767,8/6/2015,debtconsolidation,0,21968,60 months,11.33,481,B2,Current
1056889,2479806,4/4/2015,healthcare,0,13840,60 months,10.14,295,C1,Current
1621549,2722054,2/1/2016,debtconsolidation,0,27147,60 months,7.93,550,A2,Current
1894932,2135656,3/23/2016,other,0,24422,60 months,11.25,534,A1,Current
1120977,2497199,2/3/2016,debtconsolidation,0,23272,48 months,5.92,546,B3,Current
1324324,2056483,11/1/2015,debtconsolidation,,20411,60 months,8.38,418,B1,Current
1303354,2671692,1/21/2015,debtconsolidation,1,13770,48 months,6.88,329,C1,Current
1300340,2238154,8/9/2015,debtconsolidation,0,14617,60 months,12.11,326,B3,Current
1466333,2047998,7/27/2014,debtconsolidation,0,15797,36 months,17.79,569,D2,Default
1548530,2389481,2/16/2015,debtconsolidation,0,25972,60 months,17.82,657,B2,Current
1467906,2646714,11/6/2015,debtconsolidation,,13305,60 months,10.99,289,D1,Current
1523722,2790549,5/2/2016,debtconsolidation,0,19721,36 months,15.46,688,B1,Current
1671297,2135369,1/13/2015,debtconsolidation,0,24324,60 months,14.55,573,B1,Default
1614899,2420800,11/4/2015,homeimprovement,0,16988,48 months,14.52,469,C2,Current
1505874,2795081,8/9/2014,debtconsolidation,0,17078,36 months,8.4,538,A2,Current
1883456,2871189,6/13/2016,debtconsolidation,0,18801,48 months,17.09,543,B2,Current
1689285,2326864,6/23/2015,debtconsolidation,0,19568,60 months,18.76,505,A1,Current
1526688,2692742,10/2/2014,debtconsolidation,0,17966,48 months,6.13,423,A2,Current
1707445,2579163,9/20/2014,homeimprovement,0,12501,48 months,6.11,294,E1,Current
1129957,2327894,4/8/2016,debtconsolidation,0,18868,36 months,8.63,597,B3,Current
1486511,2113014,8/18/2015,debtconsolidation,0,25528,48 months,5.19,590,E1,Current
1130489,2166021,4/18/2015,debtconsolidation,0,16319,60 months,21.68,448,A2,Current
1253492,2898696,11/18/2014,debtconsolidation,,18819,60 months,7.45,377,B2,Current
1107673,2031902,9/23/2015,education,0,19914,48 months,14.32,547,B3,Current
1869518,2759431,9/12/2014,debtconsolidation,0,19563,48 months,5.64,456,B3,Current
1626359,2306524,4/12/2016,debtconsolidation,0,19838,36 months,11.59,655,C1,Current
1579553,2277560,6/11/2016,debtconsolidation,0,29527,60 months,9.46,620,A3,Current
1783961,2863278,1/1/2016,debtconsolidation,0,18893,36 months,9.41,604,E2,Current
1677034,2872020,4/29/2016,debtconsolidation,0,21730,48 months,6.65,517,A1,Current
1724908,2210472,11/8/2014,debtconsolidation,0,23320,48 months,8.18,571,B1,Current
1625155,2574261,7/15/2014,homeimprovement,0,15423,36 months,6.22,471,C2,Current
1143803,2143126,10/22/2014,debtconsolidation,0,19005,48 months,11.1,492,B2,Current
1257990,2686179,10/3/2014,other,0,19633,48 months,10.33,501,A1,Current
1268882,2158940,7/25/2015,other,0,15712,36 months,8.63,497,A1,Current
1086532,2125591,12/30/2014,debtconsolidation,0,25045,48 months,11.58,654,C2,Current
1049016,2351429,11/5/2014,debtconsolidation,0,18230,48 months,11.66,477,A2,Current
1133058,2541843,7/4/2015,debtconsolidation,0,25640,48 months,12.58,683,A3,Current
1879049,2753119,12/23/2015,debtconsolidation,0,14012,60 months,9.22,292,A2,Current
1037320,2620849,6/9/2016,debtconsolidation,0,21797,36 months,9.26,696,C3,Current
1142271,2705404,11/17/2015,business,0,19682,60 months,11.97,438,C2,Current
1153808,2851726,7/10/2014,debtconsolidation,1,25328,48 months,10.55,649,A2,Current
1157071,2801313,1/5/2016,debtconsolidation,0,24596,36 months,7.66,767,D2,Current
1799443,2134329,2/8/2016,debtconsolidation,0,16777,48 months,8.81,416,C3,Current
1285800,2584927,10/15/2015,debtconsolidation,0,18616,36 months,13.53,632,B1,Current
1727928,2659211,7/31/2015,debtconsolidation,0,20964,60 months,11.43,460,A1,Current
1543710,2710704,4/2/2016,debtconsolidation,0,18502,36 months,13.89,631,C1,Current
1799619,2699941,11/5/2015,debtconsolidation,0,20672,60 months,8.57,425,A1,Current
1832704,2106442,9/30/2015,debtconsolidation,0,20922,60 months,9.64,441,C2,Current
1285368,2529479,7/26/2015,homeimprovement,0,19288,36 months,13.48,654,B1,Current
1810513,2876551,4/23/2016,debtconsolidation,0,25213,48 months,15.62,710,C1,Current
1171791,2454693,2/3/2015,debtconsolidation,0,16587,36 months,10.91,542,B1,Current
1844389,2425980,11/17/2014,debtconsolidation,0,20756,36 months,7.97,650,C1,Current
1823757,2400349,12/15/2015,debtconsolidation,0,26311,48 months,12.3,697,D2,Default
1118683,2863289,12/26/2015,debtconsolidation,0,20232,48 months,8.08,495,A3,Current
1203524,2418827,4/18/2015,debtconsolidation,0,21616,60 months,11.29,473,B1,Current
1087556,2676491,3/25/2016,debtconsolidation,0,27311,36 months,10.07,882,A3,Current
1024589,2550877,5/26/2014,debtconsolidation,0,26057,60 months,7.87,527,A1,Current
1177032,2349204,4/18/2016,debtconsolidation,0,27796,48 months,11.21,721,C2,Current
1263283,2795820,2/18/2016,debtconsolidation,0,20937,36 months,11.31,689,D3,Default
1794391,2883352,9/2/2014,debtconsolidation,0,18181,60 months,13.62,419,B1,Current
1095910,2634506,10/25/2015,homeimprovement,0,17458,60 months,5.38,333,A1,Current
1884582,2879164,6/10/2016,debtconsolidation,1,14365,60 months,11.34,315,A3,Current
1871667,2464870,12/21/2015,debtconsolidation,0,31879,60 months,12.02,709,E1,Current
1048131,2763852,6/9/2016,debtconsolidation,0,21419,36 months,15.99,753,B1,Current
1382005,2486430,7/14/2015,debtconsolidation,1,19455,60 months,15.26,465,E2,Default
1854302,2895065,6/24/2016,debtconsolidation,0,13455,48 months,18.69,400,A2,Current
1235219,2874901,12/23/2014,debtconsolidation,0,17389,48 months,8.84,431,B2,Current
1040015,2675811,11/29/2014,debtconsolidation,0,12708,48 months,9.36,318,A3,Current
1655320,2549793,5/27/2016,debtconsolidation,0,21502,48 months,19.79,652,B2,Current
1564868,2662517,8/23/2014,debtconsolidation,0,24570,60 months,19.14,639,A1,Default
1864956,2804212,12/30/2015,debtconsolidation,0,23609,36 months,9.14,752,A3,Current
1008948,2652844,6/2/2015,debtconsolidation,0,16844,36 months,10.75,549,C2,Current
1396722,2495674,1/2/2015,debtconsolidation,1,23268,60 months,9.79,492,A3,Current
1580105,2605042,8/4/2015,debtconsolidation,0,9671,36 months,12.03,321,B3,Current
1269001,2394627,9/17/2014,debtconsolidation,0,18493,36 months,12.96,623,B2,Current
1061453,2086834,12/15/2015,other,0,16941,60 months,6.86,334,E3,Current
1809195,2113178,10/26/2014,debtconsolidation,0,19937,60 months,6.77,393,C1,Current
1681145,2029616,4/19/2016,debtconsolidation,0,16160,60 months,7.19,321,C1,Current
1569509,2762175,3/25/2016,debtconsolidation,0,17610,60 months,7.63,354,A3,Current
1803373,2368589,4/3/2015,debtconsolidation,0,20135,36 months,8.37,634,D1,Current
1871039,2862060,2/27/2016,debtconsolidation,0,23509,60 months,5.61,450,C3,Current
1758043,2777438,6/27/2014,debtconsolidation,1,20699,36 months,6.24,632,D3,Current
1891302,2630373,2/22/2016,debtconsolidation,0,18715,36 months,7.55,583,C2,Current
1771292,2196129,6/26/2014,debtconsolidation,0,13725,60 months,10.26,293,A3,Current
1866855,2417906,12/10/2015,debtconsolidation,0,20146,36 months,7.62,628,A3,Current
1116294,2305843,4/27/2015,debtconsolidation,0,19637,48 months,12.61,523,A3,Current
1382998,2725723,5/13/2015,debtconsolidation,0,16827,60 months,13.6,388,B3,Current
1493176,2093724,5/10/2016,debtconsolidation,0,16062,48 months,9.47,403,A1,Current
1263303,2754641,4/8/2015,debtconsolidation,0,29159,48 months,6.32,689,A2,Current
1582458,2668627,2/6/2016,debtconsolidation,0,21581,48 months,5.96,506,B2,Current
1713070,2483181,9/5/2014,debtconsolidation,0,23539,48 months,7.91,574,E2,Current
1473094,2426449,10/23/2015,debtconsolidation,0,23718,48 months,14.91,659,E1,Current
1851912,2700353,7/5/2014,debtconsolidation,0,20808,48 months,19.5,628,B3,Current
1596256,2830766,11/25/2014,debtconsolidation,0,20982,48 months,11.38,546,C2,Current
1818433,2700009,8/5/2015,debtconsolidation,0,12708,48 months,6.63,302,B3,Current
1522895,2285312,4/3/2016,debtconsolidation,0,29438,60 months,8.69,607,B2,Current
1734941,2289516,5/22/2014,debtconsolidation,0,23924,48 months,8.47,589,B2,Current
1067452,2542828,3/27/2016,debtconsolidation,0,15869,36 months,6.3,485,B3,Current
1130372,2051721,1/1/2016,debtconsolidation,0,12001,60 months,12.58,270,A2,Current
1067448,2045503,12/13/2015,debtconsolidation,0,19389,60 months,9.78,410,A1,Current
1010688,2329199,2/21/2016,debtconsolidation,0,23012,48 months,9.83,582,A2,Current
1365073,2540691,4/19/2016,business,0,25738,48 months,6.72,613,C1,Default
1319382,2614815,2/15/2016,debtconsolidation,0,20824,60 months,9.66,439,A1,Current
1743073,2127678,5/30/2015,debtconsolidation,0,19472,36 months,10.27,631,E2,Default
1314504,2367851,4/15/2015,debtconsolidation,0,26941,48 months,13.62,731,E2,Current
1751226,2657859,6/13/2016,other,0,26430,36 months,4.74,789,A2,Current
1716397,2847576,1/11/2015,debtconsolidation,0,8679,60 months,6.9,171,C3,Current
1479728,2814589,9/21/2015,debtconsolidation,0,22808,60 months,7.58,458,B3,Current
1717001,2088662,8/14/2015,debtconsolidation,0,20910,36 months,5.57,632,B3,Current
1404237,2494397,7/13/2014,debtconsolidation,0,26585,48 months,11.14,689,A1,Current
1472945,2673083,8/18/2014,debtconsolidation,0,20788,36 months,7.57,647,C2,Current
1180550,2331290,6/2/2014,debtconsolidation,0,13214,36 months,11.4,435,D3,Current
1623792,2152547,9/22/2014,debtconsolidation,0,19235,36 months,18.03,696,C1,Current
1301856,2358357,2/4/2016,debtconsolidation,0,21444,48 months,15.2,599,E2,Current
1264917,2718183,1/6/2016,debtconsolidation,0,,36 months,10.07,667,C2,Current
1136447,2198134,9/13/2015,debtconsolidation,0,15543,36 months,9.78,500,A2,Current
1314643,2470638,2/9/2015,debtconsolidation,0,17764,48 months,8.38,437,C2,Current
1754529,2204423,10/21/2015,debtconsolidation,1,23660,36 months,7.7,738,B2,Current
1368285,2778848,4/4/2015,debtconsolidation,0,26839,36 months,11.95,891,C1,Current
1493714,2751883,11/8/2015,debtconsolidation,0,12802,60 months,6.07,248,A1,Current
1114365,2634734,7/29/2014,debtconsolidation,0,24245,60 months,8.76,500,B1,Current
1808791,2510401,12/21/2014,debtconsolidation,0,20246,60 months,12.05,451,D1,Current
1593409,2485449,6/3/2014,debtconsolidation,0,21027,48 months,16.22,598,B1,Current
1427314,2831635,7/28/2015,homeimprovement,0,23375,48 months,8.16,572,E3,Default
1119050,2702804,2/16/2016,other,0,30749,48 months,21.38,958,A3,Current
1869591,2777757,11/14/2015,debtconsolidation,0,20778,60 months,14.4,488,B1,Current
1289514,2854737,9/25/2015,debtconsolidation,1,19351,36 months,8.65,612,D3,Current
1757010,2833258,6/1/2015,debtconsolidation,0,15814,60 months,9.07,329,E1,Default
1897170,2475821,2/21/2016,healthcare,0,12067,60 months,6.77,238,A3,Current
1746076,2845838,10/21/2015,debtconsolidation,0,23628,60 months,12.2,528,E3,Default
1212216,2745621,8/21/2015,business,0,20500,60 months,15.54,494,B2,Default
1857736,2590553,5/27/2015,homeimprovement,0,24982,60 months,6.71,491,A1,Current
1451580,2597897,10/10/2015,debtconsolidation,0,13676,36 months,6.26,418,A2,Current
1597942,2767411,2/17/2015,debtconsolidation,0,20561,36 months,9.27,656,D1,Current
1253438,2012979,12/8/2014,debtconsolidation,0,19269,60 months,9.73,407,E1,Current
1764841,2623671,8/21/2014,debtconsolidation,0,19939,60 months,6.94,394,D1,Default
1524436,2264043,8/25/2014,homeimprovement,0,20951,48 months,14.37,576,B2,Current
1613295,2711582,11/5/2015,debtconsolidation,0,21241,48 months,12.52,565,E2,Current
1532481,2755503,8/18/2015,debtconsolidation,0,17516,48 months,7.05,420,C1,Current
1004999,2232561,11/14/2014,business,0,20700,60 months,5.91,399,A1,Current
1543961,2545678,6/27/2014,debtconsolidation,1,19445,36 months,14.61,670,A2,Current
1799242,2165405,9/23/2015,debtconsolidation,0,30767,60 months,6.65,604,D1,Current
1470484,2708934,1/12/2016,debtconsolidation,0,16487,48 months,30.44,598,E2,Default
1273559,2586645,6/2/2014,debtconsolidation,0,20543,48 months,7.76,499,A1,Current
1819253,2808917,9/8/2015,debtconsolidation,0,28648,60 months,12.06,638,D1,Current
1265206,2201195,1/21/2015,homeimprovement,0,17761,48 months,5.91,416,B3,Current
1042095,2069761,11/4/2015,debtconsolidation,0,18625,48 months,7.97,454,A2,Current
1863682,2889699,6/9/2014,debtconsolidation,0,26401,48 months,17.21,765,A1,Current
1390340,2379067,3/7/2016,debtconsolidation,0,21659,48 months,7.92,528,A3,Current
1214811,2366387,10/26/2015,debtconsolidation,0,20782,48 months,9.51,522,C3,Current
1802445,2142834,1/9/2016,debtconsolidation,0,19846,36 months,5.38,598,A3,Current
1018342,2843502,10/2/2014,healthcare,0,18844,36 months,6.05,574,E2,Current
1238904,2060137,3/21/2016,debtconsolidation,0,25117,48 months,13.57,681,B1,Current
1020441,2204708,12/1/2014,debtconsolidation,0,16043,60 months,9.37,336,A3,Current
1659664,2859942,5/24/2015,debtconsolidation,0,16345,48 months,9.09,407,E1,Current
1424968,2533390,9/24/2015,debtconsolidation,0,25182,36 months,13.19,851,A3,Current
1833273,2473308,12/30/2015,debtconsolidation,0,21493,36 months,14.85,743,C2,Current
1416823,2837121,2/22/2016,debtconsolidation,0,22136,,9.66,711,A3,Current
1751345,2578223,6/17/2016,debtconsolidation,0,14615,48 months,10.43,374,D3,Current
1467454,2266773,2/7/2015,debtconsolidation,0,22688,60 months,13.78,525,A2,Current
1554524,2667554,7/28/2015,debtconsolidation,0,17957,36 months,10.88,587,C2,Current
1057985,2836892,10/5/2014,debtconsolidation,0,18089,60 months,9.76,382,A2,Current
1300857,2841587,6/11/2015,debtconsolidation,0,23038,48 months,10.36,588,C3,Current
1335143,2789650,1/9/2016,debtconsolidation,0,17661,36 months,13.83,602,A2,Current
1137087,2439029,11/15/2015,debtconsolidation,0,23862,48 months,14.59,659,A3,Current
1368651,2806464,3/30/2015,debtconsolidation,1,25354,48 months,9.09,632,D1,Current
1259466,2152709,12/7/2014,debtconsolidation,0,,36 months,12.04,778,C2,Current
1837768,2274487,6/22/2014,debtconsolidation,1,20281,48 months,8.21,497,A3,Current
1587372,2227736,12/23/2015,homeimprovement,0,20247,60 months,8.76,418,B2,Current
1825409,2839992,2/2/2016,debtconsolidation,1,18796,60 months,8.78,388,A3,Current
1833512,2386839,11/20/2014,debtconsolidation,0,13684,36 months,14.76,473,A2,Current
1213762,2149393,8/20/2014,debtconsolidation,0,23852,36 months,17.7,859,B3,Current
1438097,2133816,7/25/2015,debtconsolidation,0,12321,60 months,11.15,269,B3,Current
1606435,2613108,2/24/2016,other,0,13516,48 months,5.08,312,C2,Current
1379845,2468370,12/8/2015,debtconsolidation,0,18837,60 months,7.64,379,C3,Current
1762520,2576761,4/26/2016,debtconsolidation,0,25122,36 months,14.91,870,A1,Current
1293575,2547493,3/17/2015,debtconsolidation,0,30214,48 months,5.72,706,D2,Current
1207087,2857818,2/15/2016,debtconsolidation,0,19831,60 months,8.45,406,B2,Current
1565483,2656661,11/18/2014,debtconsolidation,0,13188,60 months,17.84,334,C3,Default
1337213,2489964,2/29/2016,business,0,17891,36 months,11.62,591,C1,Current
1711864,2666320,12/31/2014,debtconsolidation,0,18639,60 months,4.72,349,B2,Current
1248812,2513443,10/20/2014,business,0,28357,48 months,10.18,722,D1,Default
1055532,2224989,6/2/2016,debtconsolidation,0,20660,36 months,9.33,660,C1,Current
1504331,2632999,11/30/2015,debtconsolidation,0,20244,48 months,13.67,550,C1,Current
1063464,2077190,12/25/2014,debtconsolidation,0,25904,48 months,13.32,699,E3,Default
1542763,2697879,4/23/2015,debtconsolidation,0,14204,60 months,14.37,333,A2,Current
1056761,2022501,9/7/2014,debtconsolidation,0,24708,48 months,5.87,579,C1,Current
1600705,2830569,9/20/2015,debtconsolidation,0,13103,48 months,16.59,375,D2,Current
1321507,2142752,6/16/2016,debtconsolidation,0,19767,48 months,5.33,458,A2,Current
1458086,2626599,6/27/2015,debtconsolidation,0,18684,36 months,4.87,559,A2,Current
1877374,2092659,2/26/2016,other,0,19508,48 months,6.43,462,D2,Current
1349859,2668715,3/4/2016,debtconsolidation,0,30568,36 months,9.19,975,A2,Current
1648513,2200133,5/23/2016,debtconsolidation,0,14389,36 months,7.56,448,E1,Current
1316597,2507429,7/21/2014,debtconsolidation,0,13221,60 months,9.62,278,B1,Current
1284507,2296065,8/8/2014,debtconsolidation,0,17751,48 months,10.37,453,A1,Current
1781653,2487742,3/24/2016,debtconsolidation,0,21298,60 months,13.6,491,B3,Current
1348496,2428466,2/13/2015,debtconsolidation,0,23933,60 months,13.07,545,A2,Current
1193662,2332027,6/5/2015,debtconsolidation,0,22627,36 months,10.75,738,B2,Current
1824629,2104504,11/11/2014,debtconsolidation,0,27173,60 months,18.18,693,A2,Current
1142071,2238370,4/29/2015,debtconsolidation,0,23183,48 months,14.19,636,D1,Current
1883391,2238470,12/10/2014,debtconsolidation,0,21004,60 months,4.99,396,A1,Current
1502101,2381573,7/7/2014,debtconsolidation,0,27183,48 months,19.85,825,C1,Default
1143767,2372064,9/25/2014,debtconsolidation,0,28169,60 months,6.72,554,E3,Default
1221561,2157776,3/30/2016,homeimprovement,0,19924,60 months,8.1,405,C2,Current
1021749,2693492,4/21/2015,debtconsolidation,0,24850,36 months,6.66,763,E3,Current
1475889,2418483,7/29/2015,debtconsolidation,0,13608,60 months,7.3,271,B3,Current
1556508,2470389,8/17/2015,debtconsolidation,0,25212,48 months,10.39,644,A1,Current
1392528,2714413,2/12/2015,debtconsolidation,0,18588,48 months,6.89,444,E3,Default
