,loanId,memberId,date,purpose,isJointApplication,loanAmount,term,interestRate,monthlyPayment,grade,loanStatus,residentialState,yearsEmployment,homeOwnership,annualIncome,incomeVerified,dtiRatio,lengthCreditHistory,numTotalCreditLines,numOpenCreditLines,numOpenCreditLines1Year,revolvingBalance,revolvingUtilizationRate,numDerogatoryRec,numDelinquency2Years,numChargeoff1year,numInquiries6Mon
8181,1841641,2194867,6/19/2014,debtconsolidation,0.0,24797.0,48 months,7.88,604,B2,Current,KY,< 1 year,own,58136,1,13.54,15,16,12.0,5,16704,55.47,0,0,0,0
8182,1085131,2594711,8/9/2014,debtconsolidation,0.0,19345.0,36 months,12.97,652,B2,Current,NE,2-5 years,mortgage,53218,1,14.37,34,12,6.0,2,14947,64.08,0,0,0,0
8183,1746761,2839090,1/27/2016,debtconsolidation,0.0,24766.0,48 months,10.34,632,E3,Default,TX,< 1 year,rent,49410,1,12.69,6,8,4.0,4,16616,66.43,0,14,12,1
8184,1297589,2699726,7/2/2015,education,0.0,15431.0,48 months,13.22,416,C2,Current,MS,10+ years,rent,57678,0,14.74,3,7,5.0,2,16705,76.85,0,0,0,1
8185,1056571,2313022,3/6/2015,debtconsolidation,0.0,16710.0,36 months,4.7,499,A1,Current,FL,2-5 years,rent,54564,0,19.89,5,10,9.0,7,15865,64.63,0,0,0,2
8186,1513420,2204606,12/8/2014,debtconsolidation,0.0,16786.0,60 months,6.31,327,A3,Current,MD,< 1 year,own,57101,1,21.86,5,15,10.0,10,14978,64.61,0,0,0,0
8187,1326242,2126953,6/10/2014,homeimprovement,0.0,18834.0,36 months,7.48,586,A1,Current,KS,6-9 years,own,53449,0,9.36,4,16,12.0,6,13033,62.84,0,0,0,0
8188,1661847,2282625,7/8/2014,debtconsolidation,0.0,13923.0,36 months,13.92,475,B1,Current,OR,< 1 year,mortgage,53003,0,10.36,3,14,9.0,8,17111,84.81,0,0,0,3
8189,1326481,2635697,8/13/2014,debtconsolidation,0.0,23020.0,60 months,6.99,456,B2,Current,IN,2-5 years,mortgage,53441,1,23.02,9,16,16.0,7,14196,53.58,0,0,0,0
8190,1587703,2893984,5/6/2015,debtconsolidation,0.0,16938.0,60 months,15.14,404,C2,Current,KS,< 1 year,rent,55031,1,15.15,10,13,8.0,6,11094,64.15,0,0,0,1
8191,1333665,2628173,1/28/2016,debtconsolidation,0.0,17929.0,60 months,10.35,384,A2,Current,LA,1 year,mortgage,55122,1,19.12,9,15,10.0,5,15040,65.19,0,0,0,1
8192,1435159,2426746,6/22/2015,debtconsolidation,0.0,27797.0,48 months,16.22,791,E1,Default,TX,1 year,own,55956,0,16.79,5,17,16.0,14,11019,72.7,0,0,0,0
8193,1129621,2255566,12/3/2015,debtconsolidation,0.0,21542.0,60 months,17.68,543,A3,Current,CA,10+ years,mortgage,55513,1,7.05,4,22,19.0,8,20980,99.0,0,0,0,0
8194,1059424,2178117,5/4/2015,debtconsolidation,1.0,20658.52458734873,48 months,10.23,515,C3,Current,CT,2-5 years,own,56786,0,17.54,3,12,9.0,8,14130,48.53,0,0,0,0
8195,1592622,2320840,9/7/2015,debtconsolidation,0.0,16416.0,36 months,22.91,635,D2,Default,IN,6-9 years,mortgage,48711,1,19.48,2,13,12.0,8,12335,74.47,0,0,0,1
8196,1539234,2244110,12/26/2014,debtconsolidation,0.0,13116.0,60 months,16.5,322,B1,Default,MO,10+ years,mortgage,57112,1,19.43,4,13,12.0,8,13113,59.0,0,10,5,0
8197,1769426,2124663,3/28/2016,debtconsolidation,0.0,21537.0,48 months,12.51,573,A1,Current,UT,1 year,mortgage,54066,1,9.26,1,17,10.0,4,14129,81.04,0,18,15,0
8198,1404914,2724832,5/22/2015,debtconsolidation,0.0,25321.0,60 months,9.08,527,B1,Current,NY,1 year,own,50240,1,12.49,6,14,10.0,6,12132,33.5,0,0,0,1
8199,1228203,2355436,7/8/2014,debtconsolidation,0.0,20658.52458734873,60 months,6.08,421,A2,Current,IN,1 year,own,54421,1,8.26,1,11,10.0,6,15613,70.74,0,0,0,13
8200,1040979,2044988,9/11/2014,debtconsolidation,0.0,20692.0,36 months,13.11,698,A2,Current,CA,10+ years,own,53707,1,21.01,2,25,18.0,15,14631,43.49,0,12,11,1
8201,1801340,2735195,9/12/2015,debtconsolidation,1.0,19392.0,36 months,13.79,661,A3,Current,DE,6-9 years,mortgage,55355,1,22.35,2,20,15.0,6,9096,39.86,0,0,0,0
8202,1844478,2466800,8/3/2015,debtconsolidation,0.0,20797.0,48 months,7.36,501,D3,Current,NY,1 year,own,59946,1,15.47,4,13,9.0,6,12520,53.33,0,1,1,2
8203,1770531,2189037,2/29/2016,debtconsolidation,0.0,14912.0,48 months,11.62,390,B1,Current,WA,6-9 years,mortgage,56383,1,16.43,24,15,11.0,6,13639,57.29,0,0,0,1
8204,1561050,2343950,2/2/2016,debtconsolidation,0.0,16893.0,36 months,17.08,603,C3,Default,OR,2-5 years,mortgage,51858,1,23.76,5,18,10.0,6,12864,84.01,0,0,0,3
8205,1647852,2726041,6/18/2016,debtconsolidation,0.0,14407.0,60 months,4.96,272,B2,Current,WY,1 year,own,53938,1,20.08,4,9,5.0,2,14301,50.34,0,0,0,0
8206,1544041,2131323,12/3/2015,debtconsolidation,0.0,24960.0,48 months,4.63,571,B2,Current,KY,< 1 year,mortgage,55867,1,19.19,2,6,4.0,3,17220,62.59,0,0,0,0
8207,1249126,2759073,10/5/2015,debtconsolidation,0.0,16753.0,48 months,9.62,422,A2,Current,IN,2-5 years,rent,53484,1,18.02,20,12,12.0,4,15930,74.43,0,0,0,0
8208,1290034,2250105,3/1/2015,homeimprovement,0.0,23422.0,60 months,6.99,464,A2,Current,CA,2-5 years,mortgage,54949,1,21.68,8,18,18.0,15,14938,57.72,0,2,2,7
8209,1177035,2730784,4/17/2016,other,0.0,21060.0,60 months,6.92,416,A2,Current,ME,1 year,rent,53883,1,17.48,29,7,5.0,3,17717,56.86,0,0,0,2
8210,1305819,2623415,4/20/2015,debtconsolidation,0.0,19102.0,60 months,8.43,391,A1,Current,DC,1 year,own,55278,0,11.5,7,21,20.0,11,13747,66.37,1,1,1,3
8211,1344345,2677473,3/1/2016,other,0.0,15529.0,60 months,4.76,291,C2,Current,TX,2-5 years,own,51253,0,28.8,3,15,8.0,7,14019,51.25,0,0,0,0
8212,1349017,2876379,12/19/2015,debtconsolidation,0.0,23847.0,36 months,6.03,726,B2,Current,OR,2-5 years,own,60619,1,18.34,33,9,6.0,3,15871,90.51,0,0,0,1
8213,1826901,2419524,3/25/2015,homeimprovement,0.0,19395.0,36 months,11.47,639,A3,Current,DC,6-9 years,mortgage,59834,0,14.06,1,11,6.0,5,12578,53.4,0,0,0,0
8214,1732611,2899051,3/5/2016,debtconsolidation,0.0,27584.0,48 months,14.55,761,E1,Current,CA,10+ years,own,57049,1,17.72,20,10,9.0,6,11604,73.16,0,0,0,0
8215,1519232,2804255,10/23/2014,debtconsolidation,0.0,17097.0,60 months,10.86,371,B1,Current,NY,< 1 year,rent,56650,1,13.34,6,10,8.0,7,14487,51.02,0,0,0,2
8216,1616280,2328794,1/10/2015,debtconsolidation,0.0,18276.0,48 months,7.12,439,A2,Current,CO,< 1 year,own,54132,1,21.37,6,19,17.0,8,17563,89.19,0,0,0,0
8217,1386177,2456068,10/17/2014,debtconsolidation,0.0,20984.0,48 months,16.75,603,C2,Current,NJ,< 1 year,rent,52070,1,17.33,3,15,15.0,7,11356,75.25,0,0,0,1
8218,1339415,2000129,3/1/2015,debtconsolidation,1.0,24646.0,48 months,10.47,631,A3,Current,DC,6-9 years,own,55006,1,10.52,30,18,12.0,11,16842,67.96,3,1,1,1
8219,1827235,2398878,10/28/2015,debtconsolidation,0.0,20200.0,48 months,15.0,562,A3,Current,FL,< 1 year,rent,55271,1,17.54,1,19,11.0,7,17658,45.28,0,15,10,0
8220,1443297,2523029,10/3/2015,debtconsolidation,0.0,22512.0,48 months,6.38,533,C1,Current,CA,10+ years,mortgage,55249,1,17.94,4,13,8.0,7,15222,79.13,1,0,0,0
8221,1423230,2656165,4/4/2015,debtconsolidation,0.0,19275.0,60 months,9.94,409,C2,Current,NY,10+ years,rent,47519,0,15.62,36,11,7.0,5,16161,74.31,0,0,0,2
8222,1466422,2408878,10/5/2014,healthcare,0.0,21482.0,48 months,12.17,567,B2,Current,SC,2-5 years,mortgage,53105,0,11.46,2,11,8.0,5,14443,64.79,0,0,0,0
8223,1534901,2373372,9/16/2014,homeimprovement,0.0,18614.0,36 months,11.85,617,D1,Current,NM,2-5 years,own,53589,0,15.55,5,11,9.0,5,13167,79.36,0,0,0,18
8224,1451490,2482948,4/4/2015,debtconsolidation,0.0,18169.0,48 months,15.96,515,C3,Current,RI,6-9 years,mortgage,58497,0,19.06,2,17,13.0,6,14381,61.61,0,11,6,2
8225,1779080,2472156,10/9/2014,homeimprovement,0.0,11164.0,48 months,10.64,287,D1,Current,MA,6-9 years,mortgage,54796,0,7.95,11,13,10.0,9,18418,41.87,0,0,0,0
8226,1046766,2521296,12/31/2014,debtconsolidation,0.0,18870.0,48 months,5.62,440,B2,Current,MT,6-9 years,own,51914,1,18.27,4,17,9.0,7,16662,73.78,0,5,4,2
8227,1414175,2846327,12/13/2014,debtconsolidation,0.0,19971.0,36 months,10.34,648,B3,Current,TX,6-9 years,mortgage,56495,0,17.97,8,13,7.0,4,18692,57.22,0,0,0,0
8228,1359591,2347917,7/24/2015,debtconsolidation,0.0,24438.0,60 months,7.84,494,C1,Current,PA,1 year,mortgage,63106,1,16.33,9,16,12.0,9,11694,63.26,0,1,1,0
8229,1867095,2449529,6/1/2014,debtconsolidation,0.0,21108.0,60 months,10.94,458,B3,Current,DC,6-9 years,own,56590,1,13.57,8,14,7.0,4,15486,36.77,5,0,0,0
8230,1667737,2696313,12/13/2014,debtconsolidation,0.0,24264.0,36 months,5.4,732,E1,Current,FL,10+ years,own,52535,0,23.07,3,9,7.0,4,14913,36.3,1,0,0,6
8231,1299294,2517538,1/19/2016,debtconsolidation,0.0,21997.0,36 months,6.88,678,A3,Current,SC,10+ years,own,58141,0,14.14,23,16,8.0,3,16338,58.09,0,0,0,0
8232,1580188,2567645,4/12/2016,debtconsolidation,0.0,22771.0,36 months,15.23,792,B2,Default,CA,2-5 years,own,54814,0,24.87,6,17,16.0,13,15785,71.41,0,0,0,0
8233,1324877,2423653,9/13/2014,debtconsolidation,0.0,22019.0,60 months,6.55,431,E3,Current,WY,10+ years,mortgage,57931,0,10.94,8,17,9.0,6,12419,79.45,0,0,0,0
8234,1721681,2150852,10/9/2015,debtconsolidation,0.0,23804.0,60 months,6.33,464,A2,Current,IL,10+ years,rent,53472,1,12.29,1,21,16.0,10,13296,51.48,0,0,0,0
8235,1710401,2755837,11/1/2014,healthcare,0.0,15504.0,48 months,14.2,425,B1,Current,IN,10+ years,mortgage,57329,1,17.81,22,15,8.0,4,15530,94.44,0,0,0,1
8236,1050958,2527937,6/12/2016,debtconsolidation,0.0,23360.0,36 months,8.62,739,A1,Current,KS,10+ years,mortgage,56232,1,16.09,2,13,11.0,4,12643,89.93,1,0,0,2
8237,1442859,2682989,6/23/2014,debtconsolidation,0.0,16597.0,60 months,10.94,360,A3,Current,PA,< 1 year,own,55935,1,23.35,2,12,6.0,4,19149,66.23,0,0,0,9
8238,1378799,2722125,7/14/2015,debtconsolidation,0.0,19714.0,48 months,9.23,493,A3,Current,NY,< 1 year,rent,50754,0,26.66,7,18,18.0,17,11914,55.91,0,0,0,2
8239,1542094,2315318,7/7/2014,debtconsolidation,0.0,26538.0,36 months,4.92,794,A1,Current,NY,6-9 years,own,59841,1,14.17,23,14,7.0,4,16317,38.21,0,0,0,0
8240,1282702,2850887,5/26/2014,debtconsolidation,0.0,17336.0,60 months,7.04,344,A1,Current,OK,< 1 year,own,47495,0,22.46,9,17,10.0,10,13419,55.66,0,0,0,2
8241,1073199,2319862,7/3/2015,debtconsolidation,0.0,27735.0,48 months,10.32,708,D2,Current,MO,6-9 years,rent,56804,1,16.26,7,14,8.0,5,11549,78.83,0,0,0,2
8242,1803727,2025415,2/2/2016,debtconsolidation,0.0,14330.0,36 months,14.94,496,A3,Current,NY,6-9 years,mortgage,50732,1,23.4,36,12,9.0,6,14569,51.88,0,0,0,0
8243,1271549,2141907,5/12/2015,debtconsolidation,0.0,18197.0,60 months,12.16,406,C1,Current,DC,2-5 years,rent,63135,0,14.69,23,13,7.0,7,13820,59.67,0,0,0,2
8244,1754298,2121364,4/28/2016,debtconsolidation,0.0,16541.0,36 months,8.52,522,A2,Current,CA,6-9 years,own,49993,1,21.14,2,19,17.0,16,16541,70.24,0,0,0,0
8245,1611797,2134565,3/1/2016,homeimprovement,0.0,18536.0,60 months,8.94,384,E3,Current,GA,10+ years,rent,57929,1,21.24,20,18,14.0,12,13242,82.15,0,0,0,0
8246,1023309,2856015,3/2/2015,debtconsolidation,0.0,14416.0,48 months,11.0,373,D1,Current,WA,2-5 years,own,60857,0,28.28,26,15,15.0,11,17970,55.03,3,0,0,0
8247,1156396,2654243,12/5/2015,debtconsolidation,0.0,23882.0,36 months,9.64,767,B3,Current,TN,1 year,own,56597,0,15.86,1,18,17.0,13,13495,51.48,0,5,3,0
8248,1097672,2582856,11/10/2014,debtconsolidation,0.0,19137.0,60 months,6.94,378,B2,Current,FL,6-9 years,mortgage,55905,1,17.36,7,16,9.0,6,12499,81.23,0,2,1,1
8249,1273656,2628664,5/17/2016,debtconsolidation,1.0,19783.0,60 months,9.68,417,E1,Current,AL,< 1 year,rent,56675,0,17.02,4,18,9.0,4,15677,70.51,0,0,0,0
8250,1096238,2121898,5/17/2014,homeimprovement,0.0,27585.0,36 months,5.08,828,A1,Current,ME,2-5 years,mortgage,57946,0,20.6,11,19,10.0,7,18044,63.82,11,0,0,2
8251,1281262,2371903,1/24/2016,debtconsolidation,0.0,16621.0,60 months,9.9,352,C3,Current,NV,2-5 years,own,53851,1,13.27,4,17,9.0,6,14051,68.42,0,0,0,0
8252,1384201,2572854,7/20/2014,debtconsolidation,0.0,18603.0,48 months,11.35,484,B2,Current,DC,10+ years,own,50012,0,27.14,6,16,13.0,8,17821,72.66,0,0,0,9
8253,1332230,2214474,8/6/2015,debtconsolidation,0.0,19652.0,60 months,6.87,388,B1,Current,OH,2-5 years,mortgage,54323,1,17.83,13,10,9.0,9,14450,61.41,0,0,0,0
8254,1021011,2529661,8/13/2015,debtconsolidation,0.0,25548.0,48 months,16.29,728,C3,Current,TN,1 year,mortgage,55424,0,4.72,9,19,18.0,9,13589,61.41,7,0,0,0
8255,1152916,2594414,3/14/2015,debtconsolidation,0.0,16026.0,48 months,9.95,406,A2,Current,TX,1 year,rent,52990,1,12.12,26,15,14.0,11,19990,66.34,0,0,0,0
8256,1351227,2458284,4/4/2016,business,0.0,18688.0,48 months,7.03,448,B3,Current,ID,10+ years,mortgage,54154,1,22.19,5,15,12.0,7,16243,79.88,0,0,0,0
8257,1070770,2523938,12/26/2014,debtconsolidation,0.0,25936.0,60 months,11.5,570,B3,Current,CA,10+ years,mortgage,56668,1,24.68,21,7,5.0,4,18666,51.42,0,0,0,0
8258,1460479,2817829,7/15/2015,debtconsolidation,0.0,21273.0,48 months,9.76,537,B1,Current,NH,< 1 year,mortgage,52063,1,17.73,3,19,14.0,6,16999,45.21,1,7,4,16
8259,1306851,2096476,7/25/2014,debtconsolidation,0.0,21543.0,36 months,12.02,716,D1,Current,VT,6-9 years,mortgage,56915,1,13.93,15,11,10.0,8,16553,72.44,0,7,4,0
8260,1873137,2184814,12/21/2015,debtconsolidation,0.0,12626.0,48 months,12.95,338,B3,Current,MT,< 1 year,mortgage,51818,0,21.89,5,15,8.0,7,13603,72.04,4,0,0,0
8261,1036540,2382378,2/8/2015,debtconsolidation,0.0,17587.0,48 months,18.13,518,E3,Current,MD,1 year,mortgage,57335,1,2.32,1,20,18.0,18,14972,51.2,0,1,1,1
8262,1556590,2611235,1/19/2015,debtconsolidation,0.0,11245.0,60 months,10.24,240,E1,Current,IN,10+ years,mortgage,50481,1,7.19,23,19,19.0,11,12338,74.95,0,0,0,0
8263,1726475,2688372,6/15/2014,other,0.0,16393.0,60 months,10.22,350,D2,Current,SC,6-9 years,own,55467,1,14.46,5,10,7.0,7,17775,52.9,0,0,0,1
8264,1718159,2199981,1/16/2015,debtconsolidation,0.0,29825.0,60 months,19.39,780,D2,Default,ME,6-9 years,rent,47108,0,14.81,2,13,12.0,6,13289,99.62,0,0,0,0
8265,1020702,2679343,3/2/2016,debtconsolidation,0.0,25605.0,60 months,11.96,569,A1,Current,IN,2-5 years,mortgage,53738,1,12.45,7,9,6.0,3,9511,43.86,0,0,0,18
8266,1027061,2383149,2/10/2015,debtconsolidation,0.0,29099.0,60 months,7.91,589,B3,Current,MT,2-5 years,mortgage,55149,0,19.84,7,17,14.0,12,16252,79.57,0,0,0,0
8267,1125725,2646857,8/8/2015,debtconsolidation,0.0,17703.0,48 months,5.32,410,D3,Current,PA,6-9 years,mortgage,61880,1,22.54,8,15,13.0,8,16933,71.02,0,0,0,1
8268,1430954,2393847,6/23/2014,business,0.0,17881.0,60 months,5.2,339,D2,Current,LA,6-9 years,mortgage,59663,1,8.07,4,16,10.0,4,16057,74.42,0,1,1,0
8269,1088257,2174278,6/13/2016,debtconsolidation,0.0,19278.0,36 months,6.59,592,C3,Current,GA,6-9 years,own,53851,1,13.0,7,17,10.0,9,16274,63.68,1,0,0,0
8270,1109131,2690377,10/20/2014,debtconsolidation,0.0,22217.0,48 months,11.91,584,A1,Current,ID,< 1 year,own,59865,0,14.39,19,10,7.0,2,18377,70.05,0,1,1,2
8271,1101890,2321747,6/25/2014,debtconsolidation,0.0,22778.0,36 months,8.68,721,A1,Current,NY,10+ years,own,55596,1,8.58,4,21,16.0,10,13129,69.43,0,0,0,1
8272,1145106,2803373,12/17/2015,debtconsolidation,0.0,27547.0,36 months,12.54,922,D2,Default,WV,10+ years,mortgage,49090,1,20.33,10,17,15.0,14,12237,47.81,0,0,0,2
8273,1213272,2688051,5/14/2016,debtconsolidation,0.0,28657.0,60 months,8.33,586,A3,Current,AL,6-9 years,rent,54452,1,20.67,6,9,8.0,3,13224,79.47,0,0,0,1
8274,1272846,2819660,10/31/2014,debtconsolidation,0.0,13918.0,60 months,17.39,349,B3,Current,NY,1 year,rent,55925,0,23.42,3,11,7.0,7,12131,78.02,0,1,1,0
8275,1039024,2726078,3/12/2016,debtconsolidation,0.0,20628.0,60 months,13.42,474,A2,Current,MI,1 year,rent,55504,1,11.2,10,20,19.0,17,15733,60.83,2,0,0,1
8276,1104647,2142147,8/12/2014,healthcare,0.0,27195.0,48 months,21.4,848,E2,Default,OH,< 1 year,own,50712,1,17.59,19,17,11.0,7,17025,83.55,0,0,0,1
8277,1846227,2404443,6/16/2014,debtconsolidation,0.0,15493.0,36 months,14.97,537,E3,Current,CO,10+ years,mortgage,56286,1,17.24,13,9,6.0,4,15605,54.9,0,0,0,1
8278,1712315,2086691,11/22/2015,debtconsolidation,0.0,19239.0,60 months,9.35,403,B1,Current,KY,6-9 years,mortgage,52089,1,22.68,1,8,6.0,5,17798,62.95,0,0,0,0
8279,1387016,2417424,3/26/2016,debtconsolidation,0.0,17764.0,48 months,16.98,512,A1,Current,MT,1 year,mortgage,52011,1,21.97,6,17,15.0,9,15444,69.92,11,0,0,1
8280,1667989,2057938,6/3/2014,debtconsolidation,0.0,21967.0,48 months,12.83,587,A3,Current,KY,1 year,mortgage,56962,0,17.54,5,22,21.0,15,16134,68.02,4,0,0,1
8281,1473241,2018969,9/8/2015,debtconsolidation,0.0,23354.0,60 months,17.21,583,A2,Current,NY,6-9 years,mortgage,53112,1,12.41,25,14,11.0,7,14123,70.68,0,0,0,3
8282,1507495,2157355,5/14/2016,debtconsolidation,0.0,16442.0,60 months,11.38,361,A2,Current,SD,1 year,own,63701,1,11.87,2,11,6.0,4,16841,67.7,0,0,0,0
8283,1431832,2869392,9/23/2014,debtconsolidation,0.0,24062.0,36 months,7.42,748,A2,Current,IA,1 year,rent,59361,1,20.69,4,22,22.0,7,14407,57.74,0,4,3,0
8284,1304605,2624247,6/5/2014,debtconsolidation,0.0,20523.0,60 months,5.07,388,A1,Current,MA,10+ years,own,62609,1,9.03,40,16,11.0,11,11670,79.21,0,10,10,0
8285,1518671,2752097,9/3/2015,debtconsolidation,0.0,21109.0,60 months,18.39,541,A1,Current,CA,< 1 year,own,53146,0,12.11,1,14,11.0,7,15617,77.05,0,0,0,1
8286,1423421,2288320,5/23/2015,debtconsolidation,0.0,14028.0,48 months,10.39,358,A3,Current,IN,10+ years,rent,54990,1,8.1,20,26,24.0,8,11314,59.5,0,0,0,0
8287,1849176,2694701,12/17/2015,debtconsolidation,0.0,19239.0,36 months,14.9,666,B2,Default,CA,1 year,own,48528,1,27.4,8,21,18.0,10,11199,53.96,0,0,0,1
8288,1677601,2774814,9/14/2015,debtconsolidation,0.0,16261.0,48 months,5.43,378,A3,Current,AZ,1 year,own,53669,0,23.08,32,5,3.0,2,14069,82.56,0,0,0,1
8289,1668660,2263034,4/22/2016,debtconsolidation,0.0,21598.0,60 months,10.55,465,C1,Current,FL,1 year,rent,54436,1,11.37,35,15,14.0,10,20668,53.42,2,0,0,1
8290,1127211,2330558,10/28/2014,debtconsolidation,1.0,15394.0,36 months,12.44,515,A2,Current,IL,10+ years,mortgage,54627,0,20.81,4,17,15.0,11,15412,87.15,0,1,1,0
8291,1149094,2699309,3/17/2015,debtconsolidation,0.0,19872.0,36 months,7.94,622,A3,Current,CA,< 1 year,mortgage,54022,1,13.65,6,18,13.0,12,15873,72.33,0,0,0,2
8292,1138242,2594847,2/14/2015,debtconsolidation,0.0,27464.0,60 months,14.63,648,B2,Current,IA,6-9 years,mortgage,53140,1,27.42,12,14,13.0,5,14997,56.81,0,0,0,1
8293,1527647,2219784,1/19/2015,debtconsolidation,0.0,14831.0,48 months,12.33,393,C1,Current,PA,10+ years,rent,54897,1,16.47,1,17,9.0,6,13455,80.58,7,0,0,1
8294,1638024,2529163,11/10/2014,debtconsolidation,0.0,23936.0,48 months,9.17,598,C1,Default,WV,1 year,mortgage,55487,1,14.91,2,10,9.0,5,16091,78.79,0,0,0,2
8295,1850146,2705133,8/26/2014,debtconsolidation,0.0,17630.0,48 months,5.48,410,C1,Current,CO,10+ years,mortgage,52771,0,21.39,3,14,12.0,5,13505,77.29,0,0,0,15
8296,1280374,2462692,3/9/2015,debtconsolidation,0.0,20834.0,60 months,6.95,412,A2,Current,NV,10+ years,rent,56637,0,12.59,29,25,15.0,15,9964,51.69,0,0,0,0
8297,1450443,2793241,1/11/2015,debtconsolidation,0.0,18559.0,60 months,11.34,407,A2,Current,MI,2-5 years,own,52664,1,15.96,5,13,10.0,3,16473,49.9,0,0,0,1
8298,1663288,2639607,8/23/2014,debtconsolidation,0.0,26543.0,36 months,10.66,865,A3,Current,IA,1 year,rent,60124,1,15.64,4,18,14.0,12,14415,51.53,0,0,0,0
8299,1340412,2041244,7/17/2014,debtconsolidation,0.0,18162.0,48 months,6.98,435,C3,Default,KY,10+ years,rent,53192,1,19.57,6,18,15.0,8,12639,77.59,2,0,0,0
8300,1454878,2574312,4/18/2015,homeimprovement,0.0,27209.0,60 months,10.45,584,D3,Current,NY,< 1 year,mortgage,52499,0,13.78,1,8,8.0,7,14699,61.48,0,0,0,2
8301,1014791,2729591,5/13/2014,debtconsolidation,0.0,30737.0,60 months,19.31,803,D3,Default,IL,6-9 years,mortgage,54045,1,20.11,6,20,13.0,8,13736,95.57,0,0,0,2
8302,1627822,2382818,6/6/2015,debtconsolidation,1.0,21130.0,48 months,15.95,598,A1,Current,MT,10+ years,own,58910,1,20.35,7,17,16.0,11,15563,68.54,0,0,0,1
8303,1119325,2510921,6/15/2016,debtconsolidation,0.0,20652.0,36 months,11.23,678,E1,Default,NY,1 year,rent,53084,1,29.61,4,9,8.0,7,9763,65.68,0,0,0,0
8304,1375824,2516144,4/15/2016,debtconsolidation,0.0,17331.0,36 months,16.19,611,D2,Current,MI,< 1 year,own,57176,1,14.01,2,13,12.0,6,15502,69.82,0,7,6,0
8305,1307923,2670778,12/22/2014,debtconsolidation,0.0,20608.0,60 months,10.41,442,D1,Current,SD,10+ years,mortgage,51313,0,23.87,2,13,8.0,3,19488,65.71,0,0,0,0
8306,1006359,2807451,3/11/2016,debtconsolidation,0.0,18205.0,48 months,16.68,522,D1,Default,MO,< 1 year,rent,51298,1,15.4,4,14,9.0,5,16091,92.35,0,1,1,3
8307,1657579,2497340,12/19/2015,debtconsolidation,1.0,26255.0,48 months,9.37,658,B2,Current,CA,2-5 years,rent,55034,1,17.92,10,21,17.0,7,15758,58.88,0,1,1,1
8308,1854228,2094490,11/2/2014,debtconsolidation,0.0,22710.0,48 months,13.34,613,B2,Current,MA,10+ years,mortgage,55645,1,18.16,5,21,18.0,17,14857,74.67,0,0,0,0
8309,1117147,2410365,11/22/2015,debtconsolidation,0.0,30889.0,48 months,9.77,780,D3,Current,IL,< 1 year,own,55939,1,15.53,4,13,8.0,3,17141,82.15,0,0,0,0
8310,1148861,2106628,8/25/2014,debtconsolidation,0.0,23501.0,36 months,5.55,710,A1,Current,OH,1 year,mortgage,56675,1,21.02,10,13,12.0,10,14300,59.8,0,0,0,0
8311,1859589,2482944,6/28/2014,debtconsolidation,0.0,24235.0,36 months,13.18,819,C2,Current,FL,1 year,rent,55702,1,16.71,5,3,2.0,1,12143,87.4,0,0,0,1
8312,1086187,2739913,2/22/2016,debtconsolidation,0.0,20658.52458734873,48 months,7.14,436,A1,Current,WY,2-5 years,own,54758,0,22.11,19,15,9.0,3,14412,89.56,0,0,0,1
8313,1052610,2087150,6/15/2015,debtconsolidation,0.0,22727.0,48 months,13.45,615,A2,Current,FL,6-9 years,mortgage,59760,1,14.44,21,13,12.0,7,14416,82.06,0,0,0,0
8314,1728582,2423193,5/8/2015,debtconsolidation,0.0,21785.0,60 months,8.83,450,C3,Current,SD,2-5 years,rent,55166,1,17.13,3,16,12.0,6,15729,77.98,2,0,0,1
8315,1606923,2133288,3/8/2015,debtconsolidation,0.0,13978.0,60 months,14.2,327,A3,Current,DC,< 1 year,rent,53710,0,21.45,4,20,18.0,18,12449,39.76,0,0,0,0
8316,1673873,2092899,1/14/2016,other,0.0,11535.0,36 months,5.97,351,A3,Current,NV,1 year,own,54651,1,18.13,40,15,9.0,6,17133,60.37,0,0,0,0
8317,1807028,2809713,6/4/2015,education,0.0,22312.0,60 months,6.13,433,B3,Current,CA,2-5 years,own,54612,1,24.23,5,13,8.0,7,13117,67.41,0,0,0,1
8318,1884971,2898715,9/11/2015,homeimprovement,0.0,21306.0,48 months,4.28,484,E3,Current,DC,< 1 year,mortgage,60581,1,19.15,6,14,8.0,5,13967,48.77,1,0,0,0
8319,1014953,2657378,4/28/2015,debtconsolidation,0.0,15569.0,48 months,12.29,412,B2,Current,MA,< 1 year,own,49970,1,22.95,6,10,8.0,4,10807,67.62,0,0,0,0
8320,1241912,2877273,1/16/2015,debtconsolidation,0.0,21534.0,60 months,8.28,440,A2,Current,AL,2-5 years,rent,56255,0,13.05,15,19,12.0,11,13361,65.7,0,0,0,8
8321,1132114,2617768,9/25/2015,debtconsolidation,0.0,20629.0,48 months,8.04,504,B2,Current,CO,6-9 years,own,53867,0,12.5,10,13,12.0,10,16535,48.02,0,0,0,1
8322,1508519,2018191,9/25/2015,debtconsolidation,0.0,23525.0,48 months,15.37,659,D2,Default,NE,10+ years,mortgage,53003,1,15.52,10,15,12.0,10,14240,83.42,0,0,0,1
8323,1620185,2710425,4/3/2015,debtconsolidation,0.0,27628.0,48 months,10.51,708,A2,Current,CA,6-9 years,mortgage,54984,0,16.57,8,13,8.0,6,14990,55.53,13,0,0,2
